WW Influent,Rain Influent,Total influent,WW TP,WW TKN,WW COD,Acetate Flow,Final TP influent,,Nitrate Effluent,TSS Effluent,TP Effluent,COD Effluent,TN Effluent,Mass of Hauled Sludge,Sludge added per day,Total air,dailychemconsumptionEffluent,Air Flow at Field Conditions 1st AER Reactor,Air Flow at Field Conditions 2nd AER Reactor,Percent of Solids in Digester Effluent,xmghpo4RL2,Influent Flow to Digester,TSS (waste activated sludge + primary clarifier underflow),Influent TSS to Digester,Effluent Flow,VSS Effluent,Ortho-P Effluent,TN Hauled Sludge,Ortho-P Hauled Sludge,TP Hauled Sludge,Nitrate Hauled Sludge,Effluent Flow ANA Reactor,Effluent Flow 1st ANX Reactor,MLSS 1st ANX Reactor,MLVSS 1st ANX Reactor,Soluble BOD 1st ANX Reactor Effluent,Total BOD 1st ANX Reactor Effluent,MLSS 1st AER Reactor,MLVSS 1st AER Reactor,Soluble BOD 1st AER Reactor Effluent,Total BOD 1st AER Reactor Effluent,Effluent Flow 2nd ANX Reactor,MLSS 2nd ANX Reactor,MLVSS 2nd ANX Reactor,Soluble BOD 2nd ANX Reactor,Total BOD 2nd ANX Reactor,MLSS 2nd AER Reactor,MLVSS 2nd AER Reactor,Soluble BOD 2nd AER Reactor,Total BOD 2nd AER Reactor
113562.354,11323.19471,124885.5487,1.97E+01,2.49E+01,4.67E+02,1.34E+01,17.91,,0.282425,0.0899798,0.327915,31.2908,3.0859,28974.3,21703.9,794957.2405,654.67,18495,1000.59,2.80219,2656.41,1558.39,13927.1,40000,124883,0.0249673,0.0305242,67338.8,3645.5,141749,6.29E-06,181644,581644,3509.21,1026.62,2.18987,613.2,3606.6,1006.96,3.77225,591.98,181644,3601.09,1002.33,0.809921,584.347,3599.19,998.693,2.31043,581.84
113562.354,55596.33914,169158.6931,1.41E+01,1.65E+01,4.49E+02,0.00E+00,9.47,,0.455086,0.0570826,0.487201,43.0795,4.36015,26341.7,15641.3,549891.879,886.704,12677.3,808.289,2.86984,2250.61,1319.42,11854.7,40000,169145,0.0142626,0.0803711,59430.5,2972.41,119623,1.35E-05,225906,625906,2240,583.899,3.37503,328.769,2285.06,575.053,3.88227,318.784,225906,2283.71,571.631,2.06395,313.255,2283.31,570.503,2.39195,312.321
113562.354,59340.85847,172903.2125,2.83E+01,2.35E+01,6.08E+02,2.61E+01,18.59,,2.19E-06,0.120562,0.560489,48.8687,4.03017,47088.3,48228.3,1146951.778,906.416,26389,1738.93,3.02428,2243.92,2343.33,20581.1,40000,172906,0.0371232,0.0831167,73696.8,3599.94,135533,1.00E-06,229667,629667,4686.14,1525.17,2.18717,950.37,4834.54,1493.97,4.14437,915.67,229667,4814.4,1490.77,0.578488,909.02,4822.5,1484.93,2.23113,904.002
113562.354,40036.77969,153599.1337,3.71E+01,2.11E+01,4.92E+02,6.72E+01,27.43,,1.00E-06,0.14149,1.37571,40.9581,3.68302,50340.2,54318.7,1682102.672,805.427,38602.6,2649.41,3.14469,731.948,2490.92,21806.7,40000,153641,0.0558586,0.978726,89375.4,2360.48,162375,1.00E-06,210402,610402,5459.22,2299.94,1.41477,1526.75,5670.73,2249.42,3.70669,1469.68,210402,5631.26,2244.75,0.353692,1462.25,5659.58,2234.34,2.26059,1452.19
94762.17896,0,94762.17896,2.13E+01,2.61E+01,6.57E+02,0.00E+00,21.3,,0.331316,0.0960919,0.444298,35.3853,3.1639,26857.7,18533.2,623863.3577,496.692,14496.8,802.871,2.76101,2982.62,1438.13,12887,40000,94747.8,0.0243071,0.0973882,62768,3536.13,137273,1.10E-05,151509,551509,3772.72,995.766,2.20343,529.6,3848.88,980.278,3.49972,513.05,151509,3842.33,975.475,0.690908,505.507,3843.68,972.286,1.79059,503.166
88409.84688,0,88409.84688,2.65E+01,2.16E+01,5.44E+02,2.12E+01,26.5,,0.116491,0.111431,0.375245,30.2202,2.9033,27936.6,21425,858783.0964,463.497,19909.5,1151.36,2.76508,2840.45,1548.17,13838.9,40000,88415.6,0.0309952,0.081175,67937.3,3840.67,149097,2.50E-06,145177,545177,4341.71,1276.87,1.56994,767.737,4468.41,1250.31,3.61801,739.292,145177,4450.25,1245.8,0.399659,731.945,4457.24,1239.81,2.13621,727.021
112450.0758,0,112450.0758,3.79E+01,2.13E+01,4.81E+02,7.03E+01,37.9,,1.00E-06,0.161433,1.2907,27.4103,2.9794,45723,47261.2,1764103.73,589.739,40588.5,2674.51,3.11379,985.785,2319.1,20379.1,40000,112497,0.0638621,1.0269,90090,2306.53,177470,1.00E-06,169258,569258,6247.1,2631.52,1.07927,1698.82,6477.14,2574.32,3.47625,1634.33,169258,6423.44,2567.52,0.258793,1625.38,6457.3,2554.49,2.35086,1612.49
76842.13111,0,76842.13111,1.95E+01,2.43E+01,4.67E+02,8.64E+00,19.5,,0.357443,0.0631688,0.314095,26.1547,2.73928,17502.6,9557.9,480984.2001,402.817,11240,555.692,2.56762,2953.47,1028.02,9297.41,40000,76840.5,0.0150083,0.0671005,58747.7,3339.82,143115,1.10E-05,133601,533601,2469.88,618.621,2.02829,378.523,2531.58,606.347,3.61795,366.217,133601,2527.8,602.65,0.896924,359.791,2526.75,600.332,1.9964,358.456
88195.12972,0,88195.12972,1.27E+01,2.13E+01,6.71E+02,0.00E+00,12.7,,0.354108,0.0646086,0.381126,36.3718,3.21522,20424,10716.9,544875.9097,462.284,12666.3,696.277,2.67747,1137.68,1089.32,9838.18,40000,88184.2,0.0219847,0.0360849,75554.1,2235.96,99991.7,9.91E-06,144945,544945,2543.3,900.014,2.24171,484.958,2591.14,886.807,3.6392,471.033,144945,2585.95,882.302,0.751966,463.677,2584.34,879.388,1.99865,461.815
113562.354,40211.87141,153774.2254,1.58E+01,4.36E+01,7.44E+02,0.00E+00,11.67,,0.471485,0.0902701,0.505709,50.5873,4.50378,37346.7,26937.9,914959.7339,806.032,21203.4,1235.14,3.07499,170.649,1739.67,15484.5,40000,153757,0.030895,0.0231706,90748.1,2443.71,101220,1.00E-05,210518,610518,3548.43,1264.83,2.76984,690.635,3619.81,1245.59,3.77884,669.199,210518,3613.21,1239.3,1.06579,660.112,3610.8,1235.8,2.47687,657.686
92711.40874,0,92711.40874,3.19E+01,4.38E+01,4.61E+02,4.38E+01,31.9,,0.376213,0.0910698,13.3282,26.1178,3.16187,24421.8,16948.6,1265525.063,486.174,29364.3,1671.53,2.72522,0.0777356,1374.29,12332.6,40000,92741.5,0.040958,13.0855,92130,2235.58,125242,4.48E-06,149502,549502,3525.94,1690.91,1.39903,1072.5,3661.67,1654.31,3.31837,1032.12,149502,3627.48,1646.3,0.459559,1021.84,3642.79,1638.32,2.16302,1014.62
113562.354,46231.89075,159794.2448,2.35E+01,1.61E+01,4.54E+02,2.72E+01,16.7,,0.00541476,0.0994783,0.433016,41.2492,3.64242,37063.2,32494.8,999353.9508,837.724,23085.6,1422.63,2.93203,2192.05,1914.41,16973.8,40000,159802,0.0302766,0.0372115,72295.1,3612.54,138275,1.00E-06,216563,616563,3857.08,1246.09,2.0941,794.882,3987.97,1219.23,4.13263,765.591,216563,3978.34,1216.02,0.684486,758.996,3979.13,1211.06,2.42193,755.112
113562.354,20660.59552,134222.9495,3.86E+01,3.35E+01,6.38E+02,5.63E+01,32.66,,1.00E-06,0.149477,5.11422,41.6655,3.6558,48965.2,50742.1,1674917.487,703.8,38451.4,2624.4,3.1296,569.093,2405.26,21096.3,40000,134255,0.0607791,4.70922,92448.1,2176.62,154611,1.00E-06,191016,591016,5792.15,2499.56,1.42681,1581.6,5992.95,2448.24,3.58022,1523.45,191016,5947.21,2442.35,0.301534,1515.05,5979.08,2431.16,2.19029,1504.1
113562.354,79044.72801,192607.082,2.39E+01,2.95E+01,7.06E+02,1.19E+00,14.09,,0.000362868,0.0994596,0.598039,54.7146,4.37728,44744.6,40400.5,824075.5675,1009.59,18938.1,1271.59,3.04715,2323.05,2139.95,18879.2,40000,192587,0.0274187,0.0661461,66927.5,3332.68,125276,1.00E-06,249348,649348,3890.9,1122.28,2.96224,642.637,3983.52,1103.15,4.24141,621.121,249348,3976.6,1100.14,0.981032,614.652,3978.38,1096.75,2.20808,612.027
96255.4909,0,96255.4909,2.44E+01,4.24E+01,4.96E+02,2.17E+01,24.4,,0.44641,0.109232,0.301613,28.2459,3.1606,30175.8,22425.1,942537.9416,504.626,21995.4,1119.47,2.92589,1059.67,1584.53,14152.5,40000,96261.3,0.0305332,0.0322861,87750.8,3797.2,146342,9.45E-06,153022,553022,4260.88,1258.33,1.71621,753.143,4380.61,1232.84,3.57144,726.029,153022,4371.55,1226.3,0.582448,716.803,4369.29,1221.33,2.4412,713.224
84102.47268,0,84102.47268,2.08E+01,1.50E+01,4.54E+02,1.36E+01,20.8,,0.277915,0.0757657,0.28396,25.7444,2.70754,20384.5,12481.1,607766.4399,440.896,14178.8,726.109,2.6371,2839.77,1176.72,10606.7,40000,84104.3,0.0195588,0.0412811,63154.6,3543.65,146553,6.93E-06,140865,540865,2954.25,806.505,1.86007,495.749,3037.2,789.804,3.66106,478.507,140865,3032.01,785.749,0.689703,471.553,3030.63,782.351,2.1641,469.363
113562.354,62882.86298,176445.217,2.24E+01,3.63E+01,4.72E+02,2.17E+01,14.42,,0.126487,0.0922924,0.454975,45.7002,4.1389,38591.5,32433.7,960059.5004,924.984,22203.6,1340.97,3.02097,1499.52,1912.57,16958.2,40000,176448,0.0271652,0.0201484,77091.7,3458.22,132269,2.30E-06,233209,633209,3585.26,1117.61,2.39659,703.404,3698.96,1094.42,4.15646,678.29,233209,3694.04,1090.66,0.957014,671.274,3691.7,1086.61,2.68548,668.474
113562.354,58391.65548,171954.0095,1.86E+01,4.56E+01,5.86E+02,0.00E+00,12.28,,0.77985,0.0819353,0.516519,48.0316,5.0791,36704.6,26373.2,805119.9077,901.336,18651.7,1093.12,3.10259,693.716,1720.98,15324.5,40000,171937,0.0215751,0.0550882,82097.8,3140.62,121068,2.05E-05,228698,628698,3218.61,884.203,3.24352,485.039,3282.63,870.539,3.68647,469.842,228698,3278.54,864.767,1.75372,461.964,3277.41,863.006,2.27958,460.567
113562.354,42912.02989,156474.3839,1.84E+01,1.77E+01,5.10E+02,4.55E+00,13.35,,0.268664,0.0783371,0.442169,42.255,3.78642,31095.6,22358.9,686470.289,820.219,15890.8,944.248,2.88609,2498.73,1582.15,14132,40000,156463,0.0206414,0.0376196,63644.7,3369.53,130703,6.85E-06,213224,613224,3064.57,846.501,2.76819,489.212,3137.97,831.941,3.915,473.282,213224,3134.7,828.09,1.24975,466.542,3133.49,825.657,2.25788,464.857
113562.354,5599.247056,119161.6011,2.19E+01,2.37E+01,5.42E+02,1.24E+01,20.87,,0.238603,0.106007,0.357491,32.4348,3.07808,32282.1,26224.9,865637.5857,624.65,20107.4,1121.56,2.83531,2770.74,1716.04,15282.2,40000,119157,0.0295812,0.0439766,68282.5,3745.38,142700,5.47E-06,175918,575918,4139.21,1215.19,2.07639,706.234,4249.11,1192.59,3.68868,681.607,175918,4240.48,1187.65,0.622264,673.674,4240.28,1183.25,2.18069,670.345
113562.354,37505.58944,151067.9434,2.18E+01,3.14E+01,5.16E+02,1.49E+01,16.39,,0.134611,0.0955145,0.428691,41.3398,3.60941,35002.3,28731.3,868449.1088,791.92,20106.5,1191.41,2.91142,2393.38,1797.81,15981.3,40000,151065,0.027244,0.031572,69031.2,3567.71,136327,2.78E-06,207826,607826,3720.56,1119.39,2.31907,676.237,3827.83,1097.58,3.96184,652.417,207826,3821.7,1093.77,0.785668,645.381,3820.58,1089.76,2.35661,642.462
106790.2618,0,106790.2618,3.32E+01,2.48E+01,5.50E+02,4.54E+01,33.2,,1.00E-06,0.114486,10.9002,30.5386,3.02358,32678.6,26398.8,1356109.117,559.969,31209.4,2047.92,2.90882,102.752,1721.83,15331.8,40000,106818,0.0499899,10.6101,94505.7,2185.98,138372,1.00E-06,163579,563579,4433.68,2058.01,1.37752,1287.16,4596.86,2015.35,3.48995,1239.31,163579,4553.89,2009.57,0.309932,1231.09,4579.42,1999.6,2.13256,1221.55
113562.354,16880.36041,130442.7144,1.73E+01,2.11E+01,4.94E+02,2.71E+00,15.06,,0.465828,0.0769359,0.386065,34.1083,3.42025,26930.2,18236.4,642576.1949,683.753,14945.1,813.486,2.78879,2760.58,1426.38,12785.1,40000,130431,0.0197012,0.0595443,62623.9,3454.12,135390,1.33E-05,187192,587192,3015,807.797,2.67667,453.994,3081.79,794.675,3.66019,439.675,187192,3078.41,790.14,1.25327,432.549,3077.43,788.049,2.05715,431.081
78401.75356,0,78401.75356,3.65E+01,4.93E+01,7.27E+02,2.75E+01,36.5,,0.485622,0.0863657,21.2038,39.1886,3.78544,22490.5,13934.1,1096780.26,411.081,25474,1423.52,2.65496,0.0497682,1244.28,11198.5,40000,78416.8,0.0405795,20.8306,90353.8,1839.48,96374.5,6.85E-06,135178,535178,3372.3,1670.48,1.51477,982.009,3476.14,1639.09,3.25573,947.611,135178,3443.1,1630.36,0.427925,936.689,3454.63,1623.18,1.99991,930.312
87735.61878,0,87735.61878,3.35E+01,1.50E+01,6.58E+02,2.90E+01,33.5,,0.00161406,0.0867526,18.0455,35.759,3.20985,23604,15233.5,1030033.193,460.016,23735.4,1525.21,2.69181,0.327731,1301.84,11701.5,40000,87751.6,0.0407521,17.7063,92503.2,1961.24,104213,1.00E-06,144513,544513,3370.92,1676.6,1.46589,1014.12,3488.26,1643.67,3.4515,977.665,144513,3451.61,1638.32,0.319691,969.814,3470.1,1630.08,2.01309,962.218
80544.15436,0,80544.15436,1.36E+01,3.81E+01,4.54E+02,0.00E+00,13.6,,1.87248,0.0370254,2.39543,25.3135,4.57769,14433.2,5902.9,377409.1161,422.191,8770.63,484.979,2.61315,0.163819,805.856,7324.99,40000,80536.1,0.00858473,2.16091,82105,2418.66,112076,9.29E-05,137297,537297,1464.92,350.842,3.49611,191.312,1485.64,346.833,3.16683,186.347,137297,1482.06,343.969,1.83184,182.148,1481.02,343.389,1.86435,181.576
108364.4061,0,108364.4061,3.14E+01,4.00E+01,4.55E+02,5.03E+01,31.4,,0.242877,0.108121,9.9876,25.8424,3.08172,30941,24632.6,1440752.069,568.25,33306,2027.11,2.87652,0.346182,1662.13,14819.9,40000,108398,0.0470519,9.74544,94491.9,2280.65,139867,2.85E-06,165159,565159,4182.28,1940.66,1.40985,1233.86,4341.58,1898.66,3.37867,1187.08,165159,4304,1891.18,0.4108,1177.31,4324.86,1882.08,2.17374,1168.79
113562.354,30701.68339,144264.0374,1.76E+01,3.20E+01,6.15E+02,0.00E+00,13.85,,0.277192,0.0852335,0.456144,43.1798,3.72275,32150.8,23187.9,714891.6682,756.184,16550.4,981.656,2.90037,2127.6,1611.75,14386.8,40000,144248,0.024459,0.0404875,69366.1,3116.9,122306,7.19E-06,201009,601009,3343.06,1001.33,2.70487,551.968,3415.05,985.604,3.79184,534.507,201009,3410.41,981.237,1.01296,527.196,3409.34,978.36,2.13279,525.133
113562.354,90005.31767,203567.6717,1.30E+01,2.09E+01,6.28E+02,0.00E+00,7.25,,0.00697119,0.0653478,0.541112,54.3237,4.53567,34662.3,22889.1,681752.1495,1067.07,15626.9,1092.44,3.04109,735.45,1601.14,14295.5,40000,203552,0.0217173,0.0267259,75229.8,2124.53,91100.2,1.00E-06,260313,660313,2563.62,887.977,3.30289,510.365,2618.31,873.936,4.49988,494.634,260313,2615.11,871.226,1.44333,488.565,2613.91,868.69,2.59022,486.852
113562.354,20109.16743,133671.5214,1.34E+01,1.75E+01,6.58E+02,0.00E+00,11.38,,0.270636,0.0779988,0.430465,42.4315,3.61961,29335,19012.4,734972.5081,700.664,17021.5,1003.02,2.87908,1068.58,1456.91,13049.8,40000,133657,0.0272151,0.0275297,80062.2,2410.34,102057,6.05E-06,190418,590418,3063.16,1113.56,2.57445,609.73,3127.32,1096.69,3.81013,590.95,190418,3121.75,1092,0.86332,583.21,3119.95,1088.6,2.26258,580.862
100876.3449,0,100876.3449,3.57E+01,3.25E+01,4.48E+02,5.99E+01,35.7,,1.00E-06,0.129911,5.76456,25.6372,2.88764,34991.2,30156.5,1505214.85,529.037,34662.8,2251.2,2.98743,414.458,1842.78,16364.7,40000,100918,0.0534526,5.52193,92436.5,2325.57,163982,1.00E-06,157679,557679,5019.74,2204.85,1.11987,1421.34,5214.73,2155.94,3.43876,1366.64,157679,5166.08,2149.65,0.286694,1358.16,5196.42,2138.1,2.27269,1346.96
113562.354,11335.17297,124897.527,2.08E+01,4.39E+01,4.53E+02,1.85E+01,18.91,,0.649327,0.0979722,0.320683,30.8901,3.6166,32652,24501,967707.0879,654.755,22618.6,1113.52,2.99656,640.04,1657.6,14781,40000,124899,0.0276872,0.0283712,90733.2,3660.95,140632,1.35E-05,181660,581660,3824.1,1140.15,2.13754,682.367,3928.77,1118.14,3.62411,658.826,181660,3921.63,1111.02,1.02135,649.127,3918.89,1107.49,2.47412,646.776
113562.354,68289.28023,181851.6342,2.65E+01,2.22E+01,6.03E+02,2.08E+01,16.55,,1.67E-06,0.110501,0.548024,50.2258,4.13577,45565.2,44553.7,1045734.5,953.303,24074.6,1571.07,3.02417,2204.54,2249.98,19801.8,40000,181850,0.0332169,0.059721,71852.5,3524.57,132406,1.00E-06,238611,638611,4296.82,1363.94,2.38478,844.107,4428.95,1336.57,4.23029,813.75,238611,4416.16,1333.63,0.690272,807.27,4420.04,1328.67,2.28574,803.216
89464.39384,0,89464.39384,1.82E+01,4.18E+01,5.77E+02,0.00E+00,18.2,,0.938728,0.0760683,0.58192,31.3067,3.68386,23283.8,13117.1,570602.8753,468.932,13330,663.507,2.8566,750.664,1206.74,10869.9,40000,89452.3,0.0184929,0.278744,83983.6,3248.46,130689,3.46E-05,146213,546213,2994.67,757.782,2.52397,398.471,3047.17,746.868,3.26407,386.9,146213,3043.15,741.372,1.23544,379.43,3042.73,739.717,1.74076,378.23
113562.354,68491.49622,182053.8502,2.38E+01,3.22E+01,7.38E+02,0.00E+00,14.85,,0.0138448,0.103473,0.60276,54.2565,4.28341,44509.5,40178.5,840223.7819,954.261,19321.9,1283.81,3.03904,2293.94,2133.92,18828.5,40000,182033,0.0291007,0.0738733,68417.1,3312.13,124781,1.00E-06,238794,638794,4050.51,1190.85,2.86669,672.499,4144.68,1170.94,4.12481,650.03,238794,4136.43,1167.65,0.880059,643.336,4138.92,1164.03,2.13475,640.479
89358.87983,0,89358.87983,1.43E+01,1.61E+01,5.90E+02,0.00E+00,14.3,,0.475127,0.0629398,0.373088,32.1227,3.12861,19646.5,10497.8,498191.9856,468.385,11604.9,612.797,2.63941,1981.81,1077.99,9738.35,40000,89348.1,0.0181023,0.067089,66993,2697.62,115651,1.56E-05,146109,546109,2476.75,741.418,2.39952,402.805,2522.85,730.49,3.54054,391.345,146109,2518.63,726.181,0.994585,384.459,2517.59,724.093,1.86027,383.129
91237.36244,0,91237.36244,3.23E+01,2.97E+01,5.32E+02,3.80E+01,32.3,,4.38E-05,0.0896127,14.3813,29.5877,2.95784,24205,16380.3,1111451.559,478.418,25620.1,1637.22,2.72501,0.512809,1350.7,12127.3,40000,91261.9,0.0408591,14.1037,92683.7,2162.16,121020,1.00E-06,148023,548023,3467.88,1684.04,1.37792,1059.18,3602.42,1648.35,3.46509,1019.65,148023,3564.22,1643.08,0.334267,1011.91,3584.51,1634.36,2.10563,1003.81
104207.0277,0,104207.0277,1.58E+01,1.97E+01,5.95E+02,0.00E+00,15.8,,0.432706,0.0784712,0.362738,32.4958,3.14411,24538.2,15365.7,620126.5397,546.211,14433.8,774.229,2.73941,2209.75,1307.56,11751.4,40000,104194,0.0226774,0.0515633,69023.8,3033.06,123061,1.27E-05,160955,560955,3083.54,928.633,2.40761,500.361,3145.1,914.717,3.5603,485.322,160955,3140.05,909.764,0.902886,477.666,3138.85,907.098,1.9434,475.84
113562.354,36788.22875,150350.5828,1.56E+01,3.78E+01,6.49E+02,0.00E+00,11.78,,0.411733,0.0817451,0.469727,46.1186,4.14007,33251.4,22794,781081.8948,788.092,18096.5,1058.81,2.99661,786.429,1597.75,14266.3,40000,150335,0.0258703,0.0293163,82748.6,2684.83,108984,9.62E-06,207096,607096,3211.05,1059.11,2.80803,581.605,3276.89,1042.93,3.78981,563.615,207096,3271.63,1037.68,1.14924,555.575,3269.8,1034.81,2.30656,553.575
113562.354,58589.6182,172151.9722,2.75E+01,2.11E+01,7.20E+02,1.14E+01,18.14,,2.77E-06,0.120314,0.598842,52.3055,4.14463,47767.5,47810.9,1021215.327,902.402,23500.5,1543.86,3.03722,2387.33,2332.9,20494.2,40000,172140,0.0351956,0.0860617,70954.1,3546.27,132044,1.00E-06,228901,628901,4694.82,1442.97,2.44744,850.861,4821.85,1416.24,4.08585,820.912,228901,4806.38,1412.84,0.627349,814.06,4812.55,1407.83,2.13752,809.868
113562.354,23390.92882,136953.2828,1.25E+01,1.82E+01,5.67E+02,0.00E+00,10.37,,0.390667,0.0662261,0.405206,39.4343,3.62908,26081,15654.9,645655.985,717.875,14970.3,863.815,2.82809,1302.9,1320,11859.8,40000,136940,0.0215675,0.0323926,74617.3,2490.3,105321,9.52E-06,193701,593701,2602.42,882.696,2.79029,487.494,2654.96,869.531,3.794,472.907,193701,2650.58,865.081,1.20908,465.665,2649.04,862.7,2.21059,464.066
113562.354,71907.247,185469.601,1.90E+01,2.60E+01,7.44E+02,0.00E+00,11.63,,0.00412425,0.0910103,0.579759,55.0433,4.35151,41364.6,33634.4,819807.1086,972.177,18844.7,1260.31,3.04648,1492.32,1948.42,17262.4,40000,185450,0.0287899,0.0486015,74942.4,2749.64,109049,1.00E-06,242211,642211,3564.62,1177.51,2.93945,666.637,3646.26,1158.33,4.22881,644.928,242211,3639.72,1155.14,0.920162,638.251,3640.41,1151.6,2.25368,635.561
113562.354,15328.94839,128891.3024,2.41E+01,2.84E+01,5.59E+02,1.78E+01,21.23,,0.128395,0.114823,0.416147,36.624,3.28147,36337,32001.8,976255.423,675.675,22602.8,1338.96,2.8913,2628.27,1899.52,16847.3,40000,128890,0.0332802,0.0595804,70490.4,3761.25,142019,2.65E-06,185651,585651,4475.92,1367.69,2.00082,813.453,4603.45,1340.98,3.76887,784.128,185651,4589.73,1336.47,0.537987,776.54,4592.92,1331.21,2.17379,772.259
105943.6714,0,105943.6714,3.55E+01,2.75E+01,4.73E+02,5.98E+01,35.5,,1.00E-06,0.135046,5.33141,26.8719,2.9086,37338.4,33548.9,1538214.261,555.595,35399,2324.28,3.00994,589.953,1945.89,17240.9,40000,105984,0.0553715,5.07574,91464.8,2299.45,164338,1.00E-06,162745,562745,5221.01,2282.44,1.15668,1465.95,5419.29,2232.69,3.46297,1410.13,162745,5370.64,2226.49,0.281636,1401.67,5401.83,2214.86,2.25963,1390.35
113562.354,14370.40699,127932.761,1.88E+01,2.90E+01,4.58E+02,1.15E+01,16.69,,0.31507,0.0842571,0.334812,31.9701,3.16096,28021.3,20268.2,751754.671,670.637,17493.3,942.787,2.79493,2637.23,1505.07,13466.6,40000,127929,0.023071,0.0313581,66364.6,3585.86,140176,7.25E-06,184690,584690,3288.04,948.358,2.29721,564.819,3376.93,930.546,3.77945,545.629,184690,3372.15,926.017,0.931402,538.146,3370.29,922.839,2.28359,536.013
113562.354,85861.37966,199423.7337,3.66E+01,3.60E+01,5.62E+02,5.80E+01,20.84,,1.00E-06,0.119362,4.1693,51.4503,4.49902,52914.8,56737.6,1587745.592,1045.6,36313.3,2624.69,3.15085,188.812,2547.35,22273.2,40000,199456,0.0483417,3.67132,91858.8,2338.67,133790,1.00E-06,256217,656217,4598.77,1988.23,1.97589,1327.89,4778.42,1945.32,4.02944,1279.39,256217,4749.4,1941.85,0.546691,1272.75,4774.47,1933.67,2.22135,1265.04
113562.354,58132.08652,171694.4405,2.54E+01,1.54E+01,5.93E+02,1.83E+01,16.8,,1.16E-05,0.108418,0.523134,48.2097,3.97866,42925.7,40342.5,996470.6615,900.05,22966.2,1471.32,2.99708,2284.25,2138.38,18865.9,40000,171691,0.0321043,0.0547357,71018,3548.49,133518,1.00E-06,228452,628452,4219.06,1318.18,2.35248,805.945,4345.23,1292.12,4.15465,777.12,228452,4333.85,1288.95,0.682629,770.481,4336.73,1284.17,2.26613,766.63
113562.354,46645.72192,160208.0759,2.25E+01,2.66E+01,4.69E+02,2.23E+01,15.95,,0.0450432,0.0951954,0.431961,41.9109,3.67283,36027.2,30486,934040.5768,839.871,21592.9,1313.58,2.92622,2239.23,1853.03,16452,40000,160212,0.028276,0.0306646,70699.4,3565.2,136671,1.00E-06,216973,616973,3695.97,1163.11,2.2151,731.017,3815.49,1138.77,4.10629,704.505,216973,3808.47,1135.5,0.751818,697.868,3807.82,1131.04,2.44773,694.534
105240.4668,0,105240.4668,1.78E+01,2.67E+01,7.25E+02,0.00E+00,17.8,,0.264522,0.0989549,0.430004,39.0755,3.34704,29996.5,21140.1,756648.76,551.617,17542.2,1013.91,2.83903,1929.2,1537.66,13748.2,40000,105225,0.0311716,0.0515949,75173.1,2979.61,119012,6.82E-06,161986,561986,3885.62,1275.88,2.17739,678.937,3966.87,1256.37,3.58327,657.528,161986,3957.88,1251.06,0.584718,649.338,3958.2,1246.86,1.991,646.12
113562.354,77651.26279,191213.6168,1.36E+01,2.61E+01,6.27E+02,0.00E+00,8.08,,0.0561244,0.0679574,0.526737,52.5948,4.37064,33952.6,22612.3,688690.6379,1002.31,15816.5,1073,3.01339,931.602,1591.25,14210.4,40000,191198,0.0222473,0.0275431,74813.1,2272.28,95871.7,1.20E-06,247959,647959,2665.79,909.878,3.18253,519.039,2723.02,895.511,4.33133,502.927,247959,2719.55,892.51,1.33855,496.652,2718.3,889.893,2.49802,494.871
81317.03941,0,81317.03941,3.40E+01,4.22E+01,5.29E+02,3.81E+01,34,,0.294757,0.0847272,16.1533,29.4709,3.21395,21781.3,13968.7,1128723.567,426.419,26165.3,1515.6,2.65583,0.068806,1245.84,11212.3,40000,81342.7,0.0387926,15.8777,90687.1,2132.48,116557,3.69E-06,138104,538104,3284.67,1601.16,1.3673,1003.29,3409.53,1566.92,3.30637,965.66,138104,3373.91,1559.7,0.403808,956.194,3389.09,1551.7,2.13273,948.975
76762.96129,0,76762.96129,1.53E+01,1.71E+01,4.73E+02,0.00E+00,15.3,,1.16458,0.0381998,2.6676,26.3765,3.7421,13338.8,5848.2,326791.8731,402.369,7593.22,421.048,2.41789,2653.03,802.077,7291.26,40000,76754.9,0.00823278,2.42289,53569.8,2622.27,120931,6.09E-05,133516,533516,1507.1,337.078,3.12535,192.598,1531.26,332.582,3.25583,187.58,133516,1528.86,329.958,1.81592,183.492,1527.99,329.311,1.9458,182.958
113562.354,15149.58144,128711.9354,2.49E+01,4.82E+01,5.14E+02,2.52E+01,21.97,,0.576705,0.120513,0.360273,35.3122,3.83726,39495.8,34409.4,1184149.921,674.769,27618,1422.18,3.05959,787.034,1971.24,17455.7,40000,128717,0.0352952,0.0231932,91577.5,3778.85,141778,1.11E-05,185478,585478,4701.38,1453.68,1.96129,874.75,4833.89,1424.72,3.65127,843.55,185478,4824.12,1416.85,0.760271,833.013,4820.5,1411.81,2.69709,829.432
113562.354,59459.5278,173021.8818,1.96E+01,1.47E+01,6.46E+02,0.00E+00,12.86,,0.120449,0.0874806,0.528191,50.1039,4.11149,37351.9,29257.1,741888.1618,906.929,17095.7,1098.42,2.98304,2136.85,1814.52,16123.9,40000,173004,0.0246172,0.0445715,67778.2,3134.91,121074,2.99E-06,229765,629765,3427.21,1007.56,2.91613,566.505,3504.12,991.147,4.03494,548.128,229765,3499.59,987.623,1.07596,541.433,3499.22,984.689,2.21662,539.277
