WW Influent,Rain Influent,Total influent,WW TP,WW TKN,WW COD,MgCl2 Flow,NaOH Flow,,Nitrate Effluent,TSS Effluent,TP Effluent,COD Effluent,TN Effluent,Mass of Hauled Sludge,Struvite Pellet Collection,Sludge added per day,Total air flow,Air Flow at Field Conditions 1st AER Reactor,Air Flow at Field Conditions 2nd AER Reactor,Percent of Solids in Digester Effluent,xmghpo4RL2,Influent Flow to Digester,TSS (waste activated sludge + primary clarifier underflow),Influent TSS to Digester,Effluent Flow,VSS Effluent,Ortho-P Effluent,TN Hauled Sludge,Ortho-P Hauled Sludge,TP Hauled Sludge,Nitrate Hauled Sludge,Effluent Flow ANA Reactor,Effluent Flow 1st ANX Reactor,MLSS 1st ANX Reactor,MLVSS 1st ANX Reactor,Soluble BOD 1st ANX Reactor Effluent,Total BOD 1st ANX Reactor Effluent,MLSS 1st AER Reactor,MLVSS 1st AER Reactor,Soluble BOD 1st AER Reactor Effluent,Total BOD 1st AER Reactor Effluent,Effluent Flow 2nd ANX Reactor,MLSS 2nd ANX Reactor,MLVSS 2nd ANX Reactor,Soluble BOD 2nd ANX Reactor,Total BOD 2nd ANX Reactor,MLSS 2nd AER Reactor,MLVSS 2nd AER Reactor,Soluble BOD 2nd AER Reactor,Total BOD 2nd AER Reactor,Pellet Collection Flow,Struvite Biosolids
113562.35,19701.01,133263.37,14.9,38,573,3.53,1.77,,0.641468,0.034015,3.47212,27.7232,3.67819,15276.8,48501.4,38851.632,633033,597315,35718,2.31032,0.0335445,892.216,8094.09,40000,133160,0.016425,3.22492,75710.5,1149.52,52827.3,1.13E-05,189921,589921,1333.26,673.734,4.45804,377.65,1363.57,663.616,4.17198,365.151,189921,1359.5,658.558,2.12012,357.783,1360.6,657,2.35458,356.257,100,265134
113562.35,74593.54,188155.9,15,40.3,740,3.56,1.78,,0.0021063,0.0487244,0.724995,26.1015,3.56172,24460.3,45758.5,54210.24,775571,721327,54244,2.66789,0.0606117,1255.17,11293.8,40000,188049,0.0227518,0.497606,84235.9,1302.02,64209.6,1.00E-06,244810,644810,1903.37,932.166,4.6883,534.079,1951.54,916.776,4.83099,515.551,244810,1943.85,913.055,1.96556,508.741,1948.98,910.073,2.678,506.007,100,341605
113562.35,50368.14,163930.5,24.8,20,685,5.88,2.94,,0.00958716,0.06797,0.290184,27.224,3.04411,28095.6,24669.9,63006.72,686533.5,643300,43233.5,2.7588,1729.22,1465.75,13126.4,40000,163825,0.0219851,0.042217,72411.3,2916.53,111447,1.00E-06,220586,620586,2655.89,900.793,3.82052,512.244,2723.73,885.438,4.46695,494.395,220586,2718.94,882.396,1.36091,488.035,2718.8,879.405,2.48388,485.753,100,355365
113562.35,48941.92,162504.28,19.8,45.7,728,4.7,2.35,,0.358449,0.0633093,0.282105,29.5014,3.76005,27649.7,56405.2,59856.48,838040,788453,49587,2.80936,0.137956,1390.11,12470.1,40000,162397,0.0246562,0.0200262,89943.5,2117.17,88982.7,6.24E-06,219158,619158,2483.66,1011.29,3.98581,562.729,2540.26,994.808,4.30431,543.609,219158,2534.55,989.375,1.61073,535.331,2532.37,986.246,2.88701,533.13,100,539875
113562.35,71212.92,184775.27,23.6,20.8,609,5.6,2.8,,7.15E-06,0.0337152,6.30009,22.9977,3.13906,17825.3,45598.6,43390.032,577820.4,535195,42625.4,2.42701,0.20519,998.849,9039.59,40000,184674,0.0160503,6.10985,77895.1,1394.11,58278.3,1.00E-06,241435,641435,1313.06,657.599,5.07573,387.854,1348.52,646.649,5.23039,374.489,241435,1343.95,644.165,2.5385,369.005,1348.61,642.011,3.05369,367.018,100,303602
113562.35,36441.74,150004.09,13.7,45.6,565,3.25,1.62,,0.998389,0.037302,0.254363,25.9269,4.50303,17384,55138,42215.184,688850.6,649557,39293.6,2.44907,0.0271127,971.195,8794.83,40000,149899,0.0152912,0.0362248,77522.1,1597.31,65255.9,1.80E-05,206660,606660,1471.06,627.621,5.29964,346.655,1498.25,618.266,4.8009,335.036,206660,1493.13,612.918,2.97362,327.602,1492.08,611.65,3.23841,326.448,100,367548
110528.82,0,110528.82,29.8,21.3,543,6.88,3.44,,0.50762,0.0708097,0.462611,29.937,3.25737,21204.5,15503,54161.76,575762,545961,29801,2.49073,3202.62,1254.01,11283.7,40000,110427,0.0164421,0.176236,55769.8,3807.93,131432,1.64E-05,167188,567188,2771.15,675.133,3.43608,373.284,2832.95,664.013,3.74782,360.556,167188,2831.52,659.523,1.44511,353.604,2832.39,657.686,1.98154,352.138,100,211583
113562.35,44016.89,157579.25,34.5,26.9,545,8.18,4.09,,0.182306,0.0714118,1.14657,22.8331,2.96189,26560.7,16084,63769.44,598346.1,559707,38639.1,2.66013,3524.4,1484.1,13285.3,40000,157477,0.016177,0.935328,54976.2,4059.61,143968,5.38E-06,214238,614238,2782.05,664.059,3.88016,375.507,2848.72,652.484,4.24477,362.155,214238,2849.1,649.15,1.77289,356.101,2856.47,647.079,2.27362,354.289,100,243476
111578.18,0,111578.18,33.8,44.3,740,7.87,3.94,,0.542602,0.113676,0.451269,39.8327,3.90959,34458,33045.4,74708.16,892640.4,846000,46640.4,2.9196,1666.08,1748.98,15564.2,40000,111473,0.0306126,0.0601866,80858.8,3716.94,135867,1.48E-05,168234,568234,4460.26,1255.96,2.81965,662.091,4555.94,1235.55,3.50656,639.286,168234,4547.39,1228.33,0.881641,629.565,4547.04,1224.5,1.9993,626.464,100,562064
103446.07,0,103446.07,17.6,34,666,3.8,1.9,,0.346006,0.0521878,0.365296,36.6089,3.41019,17999.3,35500,44353.248,601678,569208,32470,2.45918,253.122,1021.55,9240.26,40000,103342,0.0202693,0.025165,80586,2020.78,76845.8,7.51E-06,160103,560103,2048.87,831.552,3.32144,462.871,2094.51,818.275,3.96688,447.748,160103,2089.4,813.694,1.13483,440.24,2087.51,810.773,2.35098,438.26,100,396849
113562.35,48897.01,162459.37,25.8,34.2,508,6.12,3.06,,0.295567,0.0508238,0.261616,21.7732,3.31314,21421.3,30445.4,51823.2,547495.5,513598,33897.5,2.59893,1743.59,1198.36,10796.5,40000,162356,0.0130322,0.0742556,67811.1,3409.23,118451,7.74E-06,219117,619117,1985.6,534.929,4.54021,306.017,2034.21,525.915,4.55415,295.327,219117,2033.19,522.563,2.53763,289.69,2032.95,521.29,2.86706,288.57,100,421430
113562.35,54290.07,167852.43,25.6,44.6,610,6.07,3.04,,0.381385,0.0630079,0.25321,24.4738,3.68796,27863.1,55120.2,60612.96,720804.6,677566,43238.6,2.87791,133.152,1408.24,12627.7,40000,167747,0.018804,0.0363505,89806.6,3060.8,114806,8.43E-06,224508,624508,2467.22,771.894,4.18819,431.686,2525.46,758.934,4.32038,416.74,224508,2521.53,754.214,2.03904,409.555,2520.32,752.16,2.73204,407.957,100,728518
76624.66,0,76624.66,12.6,42.3,662,2.02,1.01,,0.981792,0.0298012,0.40217,36.0397,3.98135,11741.4,31848,32034.336,441675.4,420157,21518.4,2.17343,0.0237687,733.002,6673.82,40000,76520.4,0.0127041,0.067539,70714,1170.8,52753.1,2.85E-05,133281,533281,1180.51,521.154,3.21659,295.834,1197.61,513.77,3.70487,287.724,133281,1193.07,509.424,1.67118,281.294,1192.05,508.163,2.09452,280.414,100,276464
113562.35,93979.69,207542.05,17.7,16.1,455,4.2,2.1,,6.46E-06,0.0375105,0.161817,18.6367,3.19847,17244.3,30258.2,39508.368,517276.2,479311,37965.2,2.66634,788.121,907.614,8230.91,40000,207439,0.0125854,0.032036,72877.8,2765.28,95547,1.00E-06,264200,664200,1467.36,516.2,5.54013,293.996,1503.24,507.29,5.96258,283.459,264200,1501.12,504.963,3.82597,278.63,1500.42,503.416,4.42312,277.424,100,443621
113562.35,92620.95,206183.31,38.5,23.7,555,9.13,4.56,,4.95E-06,0.0665156,2.01594,19.176,3.09374,30097.2,16897.8,69746.4,590362,545924,44438,2.74748,3497.09,1628.45,14530.5,40000,206081,0.0152255,1.84961,55012.6,4091.47,146107,1.00E-06,262842,662842,2585.52,624.703,4.35811,363.357,2651.16,613.37,4.89653,350.356,262842,2651.15,611.065,2.27435,345.13,2660.62,609.019,2.77402,343.313,100,266228
98427.61,0,98427.61,11.7,17.8,619,2.4,1.2,,0.417167,0.037906,0.339127,34.2388,3.30246,14437.2,19915.2,37376.016,509732.5,482933,26799.5,2.30383,203.701,857.656,7786.67,40000,98322.6,0.0164486,0.0251324,75167.4,1420.78,59949.7,9.42E-06,155084,555084,1491.25,674.723,3.29583,384.665,1522.21,664.243,4.01981,372.935,155084,1517.88,660.158,1.32936,366.013,1516.24,657.944,2.34044,364.647,100,276289
113562.35,81610.28,195172.63,26.1,33.5,537,6.19,3.09,,1.39E-05,0.0503312,0.212352,20.2047,3.25503,23864.1,28539.1,55698.24,555262.8,517005,38257.8,2.67655,1817.45,1290.65,11603.8,40000,195069,0.0138033,0.0470656,67346.5,3299.38,117558,1.00E-06,251830,651830,1963.12,566.287,4.75748,330.452,2014.83,556.284,5.09232,318.814,251830,2013.53,553.747,2.71928,313.61,2013.25,552.134,3.27025,312.305,100,397883
79798.83,0,79798.83,17,44.5,579,2.83,1.42,,1.59815,0.0313442,0.57145,31.8183,4.60737,11762.7,47407.8,32645.088,425280.4,403721,21559.4,2.1828,0.0257669,747.22,6801.06,40000,79695.6,0.0100066,0.276583,70998.9,1885.46,68539.7,5.62E-05,136457,536457,1241.22,409.987,3.83415,231.278,1258.53,404.732,3.58083,224.87,136457,1254.6,401.041,1.97736,219.539,1253.77,400.265,2.04646,218.79,100,409498
113562.35,33844.56,147406.92,17.5,20.2,659,4.15,2.07,,0.103884,0.0521295,0.285221,29.1892,3.11938,21684.9,31364.9,50740.8,650586,610657,39929,2.58682,559.758,1172.66,10571,40000,147301,0.0206765,0.0247231,79825.4,2054.27,82123.5,1.90E-06,204062,604062,2039.75,847.523,3.98657,482.281,2090.91,833.407,4.50942,465.697,204062,2086.62,830.033,1.47083,459.067,2085.18,827.059,2.7054,456.947,100,369381
113562.35,30705.98,144268.34,14.6,30.8,520,3.46,1.73,,0.354457,0.0277327,4.31529,24.1099,3.21457,13789.4,30567,35745.216,521342.3,489124,32218.3,2.26911,0.173563,819.525,7446.92,40000,144165,0.0134076,4.10804,73288.5,1160.42,51687.7,6.50E-06,200926,600926,1084.17,549.59,4.52442,319.1,1110.55,541.197,4.44165,308.732,200926,1107.88,537.65,2.35649,302.804,1109.31,536.304,2.59804,301.505,100,259032
113562.35,25468.77,139031.13,25.7,41.4,680,6.09,3.05,,0.383498,0.0765388,0.322818,31.1387,3.53345,28739.4,42323.1,62985.6,780192.7,736241,43951.7,2.84806,589.207,1465.24,13122,40000,138926,0.0241872,0.0326908,87525.7,3008.35,113939,8.49E-06,195687,595687,2999.62,992.208,3.50857,544.154,3068.78,975.901,3.95112,525.479,195687,3063.16,970.515,1.30004,517.337,3061.55,967.488,2.38829,515.06,100,617077
109076.76,0,109076.76,34.5,28.5,661,7.86,3.93,,0.278518,0.098916,0.476034,35.6893,3.27484,28328.7,16082.5,67009.44,702222.1,663558,38664.1,2.69073,3360.74,1562.24,13960.3,40000,108973,0.0243948,0.125682,60033.1,3936.2,141284,8.43E-06,165734,565734,3872.72,1000.83,2.89715,538.481,3960.62,984.059,3.64671,519.589,165734,3953.05,979.209,0.866206,511.928,3956.64,975.792,1.86741,509.146,100,249033
113562.35,87106.95,200669.31,28.8,31.3,450,6.83,3.41,,1.15E-05,0.0499405,0.339694,17.5587,3.17891,21341.8,23022.6,50781.6,515800.6,477963,37837.6,2.65925,2711.9,1173.63,10579.5,40000,200568,0.0119729,0.202669,58237.9,3968.39,132641,1.00E-06,257329,657329,1945.41,491.4,4.86252,280,1993.78,482.727,5.18177,269.891,257329,1995.04,480.238,3.16772,265.076,1997.62,478.916,3.44686,263.812,100,332636
113562.35,73655.01,187217.36,25.4,43.9,628,6.02,3.01,,0.158001,0.0608585,0.232145,23.2186,3.65925,28989.5,52174.1,62385.12,714716.8,668997,45719.8,2.89558,183.986,1450.8,12996.9,40000,187112,0.0188067,0.0319486,88884.3,2967.5,112387,3.26E-06,243873,643873,2380.25,771.734,4.37982,438.249,2439.02,758.457,4.63424,422.976,243873,2435.49,754.487,2.15874,416.343,2434.34,752.266,2.97082,414.661,100,697368
113562.35,70042.97,183605.33,32.1,21.8,600,7.61,3.81,,7.34E-06,0.0694291,0.287517,22.1881,2.99266,29320.9,19039,67527.84,629319.8,587684,41635.8,2.74084,2968.79,1574.77,14068.3,40000,183501,0.0178204,0.0887477,60709,3744.76,135373,1.00E-06,240262,640262,2707.02,730.728,4.10123,419.444,2777.83,717.721,4.65642,404.437,240262,2775.43,715.083,1.83024,398.699,2777.16,712.817,2.58545,396.861,100,289704
113562.35,27698.15,141260.51,30.8,28.8,489,7.3,3.65,,0.442531,0.0579419,1.5988,23.0028,3.20645,20558.7,15399.6,52777.92,533770.7,502412,31358.7,2.47796,3249.49,1221.07,10995.4,40000,141159,0.0128594,1.38989,53103.8,3882.93,131809,1.38E-05,197920,597920,2260.59,528.027,4.15552,299.801,2312.78,519.214,4.16668,289.358,197920,2314.88,515.628,2.15795,283.517,2317.68,514.375,2.38636,282.347,100,208908
113562.35,86651.16,200213.52,13,26.4,468,3.08,1.54,,7.69E-06,0.0331122,0.16071,19.2362,3.14175,15989.7,34552.4,36479.52,518676.6,481140,37536.6,2.63153,1.16293,836.687,7599.9,40000,200110,0.0130744,0.0242612,78091.4,1995.43,75818.5,1.00E-06,256871,656871,1297.27,536.021,5.35986,306.936,1327.83,526.988,5.84444,296.274,256871,1325.45,524.646,3.55245,291.278,1324.49,522.977,4.26135,290.06,100,452436
80377.31,0,80377.31,25.5,37.8,630,4.28,2.14,,0.584299,0.0487137,0.46986,34.2136,3.4534,14972.1,37157.3,39648.288,420283.3,399224,21059.3,2.359,434.081,910.896,8260.06,40000,80274.6,0.0122004,0.14496,74661.2,2915.25,94554.3,2.12E-05,137036,537036,1913.76,501.349,3.13663,287.849,1952.39,493.144,3.64097,278.951,137036,1949.13,489.422,1.4261,272.967,1948.55,488.015,1.93374,272.005,100,516004
113562.35,20454.08,134016.43,37.4,28.7,588,8.87,4.43,,0.261785,0.0892485,1.77293,27.6433,3.01655,28911.1,15060.4,68738.4,664083.3,623862,40221.3,2.69779,3756.75,1604.04,14320.5,40000,133914,0.0201046,1.50501,55562.6,4210.96,150042,8.16E-06,190675,590675,3482.65,825.256,3.34193,454.549,3562.25,811.1,3.87263,438.422,190675,3559.34,806.969,1.24688,431.496,3569.94,804.185,1.93681,429.119,100,238932
113562.35,23251.67,136814.02,18.8,47.1,727,4.46,2.23,,0.6082,0.0664785,0.330021,33.966,3.95561,25911.8,56423,57023.52,869295.9,822064,47231.9,2.75885,0.0908589,1322.3,11879.9,40000,136707,0.0264238,0.0203298,89878.7,2027.64,85925.2,1.10E-05,193468,593468,2613.84,1084,3.64448,589.768,2668.64,1067.01,3.97195,570.173,193468,2661.58,1060.16,1.42376,560.679,2659.14,1056.95,2.69143,558.421,100,514631
113562.35,50087.73,163650.08,34.5,26,587,8.18,4.09,,0.0915358,0.0799125,0.450751,23.5128,2.90648,30528.9,16872.4,70368.96,652028.6,610072,41956.6,2.75433,3384.92,1643.54,14660.2,40000,163546,0.0189689,0.23112,57313,3996.04,143076,2.55E-06,220307,620307,3116.89,778.206,3.70062,438.011,3193.58,764.479,4.25159,422.26,220307,3190.95,761.263,1.52138,416.078,3196.5,758.754,2.23536,413.961,100,263659
99740.83,0,99740.83,23.7,21.2,690,4.94,2.47,,0.276343,0.0641994,0.391838,37.5172,3.34366,19795.4,22947.7,49109.28,600453,567730,32723,2.48131,1556.24,1133.97,10231.1,40000,99636.9,0.0211433,0.0363416,70109.6,2683.93,97265.2,6.81E-06,156398,556398,2517.41,867.321,3.09869,478.141,2574.64,853.217,3.83806,462.211,156398,2569.23,848.84,0.958667,454.908,2567.98,845.731,2.14132,452.668,100,281964
108693.73,0,108693.73,23.9,45.8,667,5.42,2.71,,0.726192,0.0750058,0.3854,36.3869,3.94886,24948.7,62954.8,55758.72,766680.3,727994,38686.3,2.79111,0.48722,1292.09,11616.4,40000,108589,0.024232,0.039923,92110.8,2789.68,106833,1.73E-05,165350,565350,2949.3,994.333,3.19464,530.071,3008.99,978.912,3.62739,512.692,165350,3002.08,972.014,1.23461,503.397,3000.23,969.28,2.15189,501.354,100,688112
113562.35,57552.09,171114.44,27.2,44.7,645,6.45,3.22,,0.314398,0.0691226,0.26032,25.1816,3.64196,30283.1,48443.5,65114.4,757539.3,711763,45776.3,2.91252,401.937,1516.51,13565.5,40000,171009,0.0205653,0.0347454,88531.8,3154.58,118398,6.89E-06,227770,627770,2705.29,844.032,4.06999,472.133,2770.28,829.701,4.30231,455.68,227770,2766.18,824.988,1.85342,448.354,2764.9,822.613,2.68691,446.533,100,697531
78694.85,0,78694.85,14.3,46.1,536,2.35,1.17,,2.24565,0.0249732,0.676634,29.9855,5.31482,10372.2,38689.3,29480.976,412343.1,390801,21542.1,2.11292,0.0158866,673.665,6141.87,40000,78591.6,0.00806756,0.404405,68249.2,1636.26,61965.4,8.49E-05,135353,535353,992.365,329.856,4.78468,181.505,1003.37,326.421,3.90613,176.473,135353,999.721,323.276,2.34174,171.726,998.93,322.702,2.27579,171.036,100,360947
113562.35,18020.74,131583.1,38.8,22.6,513,9.2,4.6,,0.429511,0.0697675,5.85181,25.0702,3.11033,22890.1,14512.5,57789.12,575934,542978,32956,2.54655,3641.87,1340.6,12039.4,40000,131483,0.0153178,5.61536,53430.4,4119.94,144009,1.39E-05,188244,588244,2722.81,628.988,3.6923,350.579,2784.06,618.446,3.92459,338.396,188244,2785.59,614.431,1.69541,331.94,2790.7,612.712,2.08741,330.445,100,219309
113562.35,61298.63,174860.98,29.5,48.2,468,7,3.5,,0.848309,0.0509984,1.93172,19.107,4.86674,24037.3,78670.8,53745.6,618925.6,579480,39445.6,2.84846,0.462817,1244.11,11197,40000,174758,0.0120999,1.76982,88784.1,3501.77,126555,2.37E-05,231519,631519,1995.69,496.651,4.796,274.576,2037.77,488.802,4.3467,265.23,231519,2039.25,484.766,2.83603,259.57,2039.94,483.996,2.79053,258.658,100,864011
113562.35,91298.38,204860.73,13.7,43.2,571,3.25,1.62,,0.0225264,0.0345856,0.180122,22.4496,4.12358,18981.4,55170.1,43815.168,638683.5,594199,44484.5,2.56057,0.0351864,1008.86,9128.16,40000,204756,0.0145803,0.0184067,76650.9,1536.71,64126.7,1.00E-06,261517,661517,1357.08,598.715,6.06468,345.095,1388.22,588.631,6.09596,333.099,261517,1384.72,585.032,4.00505,327.16,1383.42,583.214,4.7327,325.842,100,358572
106172.31,0,106172.31,20.7,36.4,696,4.59,2.29,,0.351612,0.0655211,0.385359,38.039,3.53055,21803.6,39581.3,50873.28,681683.1,644713,36970.1,2.63095,343.792,1175.8,10598.6,40000,106067,0.0237726,0.0278654,85120.2,2374.47,91611.6,7.71E-06,162828,562828,2571.74,975.022,3.1574,531.87,2628.78,959.461,3.84672,514.173,162828,2622.72,954.287,0.995044,506.116,2620.84,950.906,2.29722,503.694,100,490948
113562.35,59241.59,172803.94,38.3,42.2,650,9.08,4.54,,0.246535,0.0924474,0.513394,24.4843,3.42418,37078.2,29144.2,80530.56,790566.6,740650,49916.6,2.93497,2410.91,1891.26,16777.2,40000,172699,0.0218533,0.281439,71156,4119.71,148050,6.72E-06,229460,629460,3607.87,897.218,3.73282,499.991,3693.89,881.341,4.1237,481.986,229460,3691.54,876.821,1.55746,474.765,3697.9,874.132,2.21809,472.419,100,508843
113562.35,39235.79,152798.14,20.4,29.4,747,4.84,2.42,,0.00138989,0.0667642,0.326953,31.1896,3.17161,27063.2,29776.6,60171.84,745982.3,699092,46890.3,2.73864,757.328,1397.66,12535.8,40000,152691,0.0259376,0.0407785,83050.2,2262.31,92217.2,1.00E-06,209452,609452,2610.4,1062.36,3.65419,597.653,2677.03,1044.56,4.40516,576.824,209452,2670.19,1041.23,1.09571,570.037,2670.57,1037.51,2.4314,567.117,100,400659
113562.35,37464.18,151026.53,19.4,31,751,4.6,2.3,,0.00269452,0.0654551,0.329467,31.6822,3.18802,26576.1,30936,59073.6,747521.1,700584,46937.1,2.73098,590.746,1371.34,12307,40000,150920,0.0261611,0.0390482,84387.1,2134.95,88460.5,1.00E-06,207681,607681,2559.65,1071.5,3.65091,602.401,2624.82,1053.6,4.40638,581.443,207681,2617.94,1050.22,1.0821,574.603,2618.21,1046.44,2.44304,571.645,100,405571
113562.35,45246.61,158808.96,29.2,44.8,662,6.92,3.46,,0.395753,0.0780477,0.289273,27.152,3.62971,31656.1,43491.3,68151.36,792013.8,746042,45971.8,2.9218,752.584,1589.84,14198.2,40000,158703,0.0223699,0.0390193,86593.1,3355.47,124644,9.17E-06,215464,615464,3055.7,918.094,3.78919,507.395,3127.75,902.617,4.07279,489.714,215464,3123.17,897.374,1.6018,481.867,3121.91,894.798,2.47299,479.868,100,671400
113562.35,90752.27,204314.62,37.7,38.7,585,8.94,4.47,,8.37E-06,0.0733532,1.11947,20.0306,3.41248,33664,28071.7,74436,667800.5,619468,48332.5,2.88125,2528.76,1742.36,15507.5,40000,204211,0.0170341,0.942287,67106.4,4070.3,145940,1.00E-06,260972,660972,2854.61,699.304,4.27938,401.016,2925.43,686.626,4.73356,386.635,260972,2925.18,683.558,2.19363,380.809,2934.13,681.362,2.68673,378.833,100,471332
113562.35,6169.59,119731.94,31.3,29,448,7.42,3.71,,0.985966,0.0481932,5.64133,24.6024,3.85397,15485,13631.7,43527.744,490469.5,463877,26592.5,2.25088,2869.94,1002.09,9068.28,40000,119633,0.0105702,5.4183,52216,3778.41,116857,3.33E-05,176394,576394,1887.35,433.718,4.45789,244.999,1927.76,427.111,4.03533,236.697,176394,1927.77,423.583,2.36839,231.306,1927.73,422.81,2.39618,230.471,100,172434
113562.35,50287.76,163850.11,14.4,20.1,513,3.41,1.71,,0.145771,0.0290329,3.15547,21.8931,3.06728,14330.3,35006.5,35807.088,529372.9,493300,36072.9,2.35561,0.134345,820.971,7459.81,40000,163747,0.0137196,2.97505,73893.5,1264.7,54371.6,2.35E-06,220508,620508,1133.71,562.34,4.80525,324.997,1161.69,553.424,4.84591,314.057,220508,1158.79,550.35,2.63313,308.455,1161.31,548.784,2.93577,306.939,100,279855
113562.35,15246.89,128809.25,16.9,24.4,579,4.01,2,,0.334183,0.0345902,5.82234,28.6171,3.19193,15074.3,33879.4,38727.024,580917.6,546308,34609.6,2.29803,0.194084,889.296,8068.13,40000,128706,0.0169228,5.56388,77068.3,1230.19,54144.3,5.97E-06,185467,585467,1351.94,693.937,4.03964,396.335,1385.6,683.087,4.13056,383.229,185467,1380.77,678.975,1.71923,376.457,1383.61,676.913,2.20015,374.612,100,271602
100840.96,0,100840.96,12,22.6,733,2.53,1.26,,0.229683,0.0468158,0.500395,39.3761,3.43272,16925.3,34497.8,41589.552,628159.5,591583,36576.5,2.39536,0.178444,956.484,8664.49,40000,100735,0.0231606,0.129885,80592.1,1075.69,53730.7,4.25E-06,157496,557496,1834.99,949.373,3.20537,524.931,1879.34,934.471,3.79278,507.634,157496,1870.5,929.887,0.929133,500.148,1872.63,926.424,1.92958,497.274,100,262126
113562.35,9553.24,123115.59,31.8,19.4,719,7.54,3.77,,0.168644,0.0998197,0.432835,35.9809,3.28551,31405.1,18737.9,71367.36,785337,739971,45366,2.76891,2765.07,1667.75,14868.2,40000,123010,0.0282179,0.083063,67368.7,3597.3,132247,4.28E-06,179771,579771,3907.23,1156.84,2.95732,627.146,3999.91,1137.39,3.76605,604.915,179771,3989.72,1132.74,0.799311,597.271,3992.79,1128.72,1.99264,593.939,100,297619
113562.35,51569.97,165132.32,35.7,24.1,657,8.47,4.23,,0.0221872,0.0859588,0.368431,25.7477,2.97698,32722.6,17489.7,74484,704266,659484,44782,2.78167,3213.17,1743.53,15517.5,40000,165028,0.0217508,0.125863,60959.3,3926.24,141216,1.00E-06,221789,621789,3354.29,891.961,3.66849,502.686,3439.99,876.101,4.30445,484.43,221789,3434.3,872.987,1.32194,478.123,3438.35,870.031,2.24004,475.682,100,280834
84050.76,0,84050.76,33.2,42.6,729,5.83,2.91,,0.458465,0.0752863,0.454761,39.0787,3.61317,21289.1,44374.1,50691.84,568141.3,538976,29165.3,2.65513,711.868,1171.5,10560.8,40000,83947.8,0.019628,0.0757624,81871.1,3301.02,115941,1.48E-05,140709,540709,2956.14,805.833,2.83911,433.939,3017.22,792.764,3.57558,419.739,140709,3011.91,787.76,0.945536,412.181,3011.45,785.119,1.86525,410.269,100,617761
113562.35,4121.69,117684.04,37.4,16.5,588,8.87,4.43,,0.345513,0.0944202,2.31894,30.9453,3.14552,27923.9,14520.4,67188.96,670495.3,632145,38350.3,2.67078,3810.73,1566.57,13997.7,40000,117582,0.0210965,2.01513,55375.8,4230.85,150342,1.13E-05,174343,574343,3688.56,866.04,3.11873,470.094,3769.77,851.473,3.69554,453.617,174343,3766.16,846.777,1.10077,446.21,3776.81,843.86,1.82478,443.751,100,229233
113562.35,26007.7,139570.06,30.7,40.3,623,7.28,3.64,,0.439751,0.0818214,0.32642,28.4699,3.4536,29519.7,34954.9,66022.56,737870.2,696949,40921.2,2.83488,1596.49,1538.41,13754.7,40000,139466,0.0214737,0.0575224,77767.3,3643.44,132633,1.16E-05,196227,596227,3203.32,881.353,3.53821,482.703,3277.42,866.608,3.88276,465.893,196227,3273.52,861.408,1.43603,458.113,3272.85,858.947,2.21746,456.16,100,557627
83962.7,0,83962.7,33.5,28.5,528,5.87,2.94,,0.879645,0.0448668,6.62434,29.2649,3.60272,12390.1,8178.4,36992.256,372694.3,353534,19160.3,2.10786,2710.48,848.677,7706.72,40000,83863,0.00903428,6.35007,48765,3536.9,106485,3.86E-05,140624,540624,1761.99,370.967,3.55905,216.272,1796.32,365.207,3.57801,209.64,140624,1795.13,362.172,1.88331,204.84,1794.67,361.371,2.04593,204.164,100,129120
113562.35,21743.19,135305.55,23.8,47,621,5.64,2.82,,0.756955,0.0677566,0.314552,29.3602,3.94568,26007.2,66716.5,57432,772231.4,731071,41160.4,2.82752,0.344187,1332.07,11965,40000,135201,0.02128,0.0430202,91403.1,2864.66,109578,1.71E-05,191962,591962,2661.29,873.506,3.74715,473.467,2717.62,859.649,3.85327,457.558,191962,2711.76,853.329,1.69446,448.958,2710.27,851.201,2.34319,447.279,100,713005
113562.35,10725.54,124287.89,14.7,20,461,3.49,1.74,,0.820758,0.0354839,0.309993,24.7347,3.68432,13880.4,16518.7,37145.76,490948.2,463793,27155.2,2.27955,1244.84,852.268,7738.7,40000,124185,0.0114119,0.0933739,64187.7,2415.83,84178.3,2.07E-05,180946,580946,1394.93,467.855,4.41968,266.699,1423.22,460.988,4.22009,258.18,180946,1419.99,457.365,2.48704,252.573,1419.35,456.476,2.622,251.711,100,257630
113562.35,63394.49,176956.85,31.3,48.8,565,7.42,3.71,,0.536934,0.0692572,0.324279,21.7535,4.07612,30858.6,53067.4,66281.28,728506.4,684198,44308.4,2.96315,533.457,1544.65,13808.6,40000,176853,0.0168658,0.129714,87595.7,3715.68,134677,1.40E-05,233614,633614,2707.25,692.9,4.311,384.021,2769.36,681.098,4.22349,370.514,233614,2769.81,676.119,2.30558,363.483,2770.29,674.631,2.58029,362.099,100,807722
113562.35,59375.14,172937.49,37.1,19.3,505,8.8,4.4,,0.110926,0.0605571,3.44464,20.2332,3.02216,24400.7,16045.2,59622.72,546457.4,508933,37524.4,2.61398,3466.35,1384.5,12421.4,40000,172837,0.0135003,3.26614,53545.1,4041.63,141914,3.26E-06,229598,629598,2356.29,554.268,4.2468,318.225,2413.42,544.544,4.52131,306.935,229598,2415.46,541.648,2.27014,301.516,2422.28,540.012,2.6045,300.009,100,240930
