WW Influent,Rain Influent,Total influent,WW TP,WW TKN,WW COD,WW Ortho-P,Chemical Dose,,Nitrate Effluent,TSS Effluent,TP Effluent,COD Effluent,TN Effluent,Mass of Hauled Sludge,Sludge added per day,Total Air Flow ,dailychemconsumptionEffluent,Air Flow at Field Conditions 1st AER Reactor,Air Flow at Field Conditions 2nd AER Reactor,Air Flow at Field Conditions 3rd AER Reactor,Percent of Solids in Digester Effluent,xmghpo4RL1,Influent Flow to Digester,TSS (waste activated sludge + primary clarifier underflow),Influent TSS to Digester,Effluent Flow,Ortho-P Effluent,TN Hauled Sludge,Ortho-P Hauled Sludge,TP Hauled Sludge,Nitrate Hauled Sludge,MLSS Reactor 1,VSS Reactor 1,MLSS Reactor 2,VSS Reactor 2,MLSS Reactor 3,VSS Reactor 3,Total COD in Reactor 1,Total COD in Reactor 2,Total COD in Reactor 3,Soluble BOD in Reactor 1,Soluble BOD in Reactor 2,Soluble BOD in Reactor 3,Total BOD in Reactor 1,Total BOD in Reactor 2,Total BOD in Reactor 3,SRT Total
113562.354,12052.39571,125614.7497,2.69E+01,2.55E+01,5.24E+02,2.15E+01,0.00E+00,,9.62983,0.103999,22.6299,32.011,11.8708,13082.1,26254.36,1.35E+06,658.226,12587.1,13891.8,6539.12,2.08915,0.0596445,656.359,16453.9,40000,125562,22.3196,10402,418.449,4257.33,0.000279305,4194.49,2418.75,4172.08,2398.07,4159.96,2387.04,3845.05,3802.68,3784.07,6.24246,1.26715,0.742098,763.436,736.599,725.138,20.7696
101221.071,0,101221.071,1.10E+01,3.78E+01,7.40E+02,8.82E+00,0.00E+00,,6.02631,0.177609,8.90609,38.1485,8.62945,17002.9,30598.48,1.71E+06,530.265,14919.4,18144.2,8835.86,2.32865,0.0151555,764.962,19046.7,40000,101152,8.53375,10591.1,44.3461,3077.53,0.000152586,7160.41,3827.7,7123.38,3792.22,7104.35,3774.7,6119.98,6052.56,6023.69,6.38355,1.15644,0.71615,1082.14,1040.25,1022.65,23.2931
97615.39004,0,97615.39004,3.80E+01,2.30E+01,4.57E+02,3.04E+01,0.00E+00,,14.0975,0.0623603,36.1867,23.9778,15.9171,7945.71,19819.2,1.01E+06,511.556,9993.05,10165.1,4550.31,1.68229,0.128878,495.48,12547.4,40000,97583.2,35.9571,11961.7,908.444,5562.94,0.000531416,2519.73,1673.08,2503.49,1658.49,2494.41,1650.3,2646.25,2614.79,2600.88,6.24477,1.3422,0.762407,528.201,507.925,499.235,23.7396
113562.354,72871.82759,186434.1816,1.20E+01,3.84E+01,6.90E+02,9.63E+00,0.00E+00,,5.0678,0.206695,6.38118,51.5753,8.34812,24218.1,37287.88,1.95E+06,976.821,16446.1,21043.1,10358.6,2.71962,0.0136016,932.197,22971.6,40000,186336,5.87563,8477.56,48.8293,2548.77,0.000100083,8312.57,3682.37,8283.18,3653.91,8267.8,3639.54,5905.79,5850.44,5826.2,5.97877,1.27504,0.789119,1172.52,1137.76,1122.83,16.331
109066.7726,0,109066.7726,3.04E+01,1.89E+01,4.72E+02,2.43E+01,0.00E+00,,13.117,0.0745681,28.5728,24.7193,14.9779,9964.65,22883.48,1.15E+06,571.544,11223.7,11673.2,5271.68,1.82669,0.0835248,572.087,14417.4,40000,109026,28.3356,11478.3,643.088,4984.76,0.000455042,3011.14,1923.26,2992.85,1906.58,2982.72,1897.4,3042.69,3007.44,2991.92,6.33879,1.31269,0.749356,613.659,591.039,581.354,22.4294
113562.354,48914.94741,162477.3014,3.32E+01,4.34E+01,6.17E+02,2.66E+01,0.00E+00,,11.6841,0.166972,21.8125,45.2994,14.6459,19166.6,32629.24,1.87E+06,851.34,16940.4,19592.3,9264.27,2.46095,0.0626682,815.731,20246.8,40000,162400,21.369,9739.46,307.766,3601.65,0.000254595,6722.56,3291.64,6693.69,3264.83,6678.89,3251.28,5269.53,5218.43,5195.97,5.83437,1.20499,0.737798,1030.47,998.324,984.479,17.8323
113562.354,60187.74559,173750.0996,1.92E+01,2.39E+01,6.46E+02,1.53E+01,0.00E+00,,3.1628,0.178256,11.4099,48.3746,6.26484,21218.9,34032.28,1.71E+06,910.391,14381.4,18323.8,9112.68,2.61134,0.0268987,850.807,21071.6,40000,173664,10.9369,8535.11,129.716,3051.75,6.76E-05,7171.7,3354.91,7144.53,3329.05,7130.22,3315.79,5379.36,5327.37,5304.72,6.22598,1.35301,0.825826,1059.01,1026.27,1012.29,17.0917
109553.7085,0,109553.7085,2.76E+01,3.88E+01,5.45E+02,2.21E+01,0.00E+00,,16.7222,0.106116,25.5572,28.3375,18.795,12501.9,26245.4,1.46E+06,574.043,14251.7,14713.6,6775.38,1.99755,0.0677205,656.135,16448.5,40000,109503,25.2832,11678.2,409.826,4433.28,0.000494515,4283.01,2545.09,4257.96,2521.95,4244.66,2509.87,4040.21,3994.74,3974.77,6.21717,1.20433,0.709006,782.742,754.03,741.744,22.3731
113562.354,8576.326516,122138.6805,2.12E+01,2.35E+01,6.24E+02,1.69E+01,0.00E+00,,5.56745,0.14725,17.7718,35.4362,8.00888,15940.2,29491.24,1.59E+06,639.943,14035.5,16712.5,8267.17,2.26536,0.0406507,737.281,18389.2,40000,122074,17.427,10387.8,213.68,3823.67,0.00013925,5936.35,3291.65,5905.91,3263.06,5890.01,3248.51,5254.64,5198.26,5173.9,6.33454,1.21982,0.740115,982.162,946.834,931.897,21.0921
113562.354,82178.4889,195740.8429,2.38E+01,2.55E+01,6.58E+02,1.90E+01,0.00E+00,,2.48828,0.186398,12.8116,51.9226,5.77728,23070.9,35867.48,1.75E+06,1025.63,14455.4,18940.2,9437.92,2.69353,0.0329294,896.687,22144.9,40000,195647,12.3038,8127.32,159.088,3018.93,4.97E-05,7496.09,3369.51,7469.78,3344.63,7455.9,3331.82,5405.68,5355.23,5333.15,6.25649,1.42274,0.871568,1088.65,1056.84,1043.2,15.8154
113562.354,90044.05081,203606.4048,1.31E+01,2.75E+01,6.36E+02,1.05E+01,0.00E+00,,2.93526,0.184973,6.59344,52.2326,6.22767,23746.3,36111.04,1.70E+06,1066.85,14182.5,18488.1,9118.4,2.75335,0.0149547,902.776,22287,40000,203510,6.08244,7661.7,64.2751,2491.52,6.11E-05,7435.71,3180.87,7411.79,3157.78,7398.93,3145.78,5104.42,5057.24,5036.5,6.12677,1.41468,0.862559,1043.4,1013.59,1000.76,15.4022
80687.48119,0,80687.48119,1.88E+01,2.44E+01,5.66E+02,1.51E+01,0.00E+00,,11.7225,0.0609503,16.8686,29.4178,13.8253,9562.36,21433.28,8.92E+05,422.781,8581.58,9087.68,4196.8,1.87138,0.0328241,535.832,13534.7,40000,80648.7,16.5846,10363.8,251.739,4051.33,0.000541718,2462.74,1545.35,2447.14,1530.93,2438.01,1522.69,2436.04,2404.61,2390.69,6.64654,1.35779,0.759101,494.596,474.176,465.511,25.9745
113562.354,3350.998654,116913.3527,2.21E+01,1.78E+01,6.75E+02,1.77E+01,0.00E+00,,2.92689,0.167802,19.2882,36.1755,5.43893,16842.9,30696.96,1.70E+06,612.531,14553.7,18080.8,9104.49,2.29947,0.0444348,767.424,19105.1,40000,116845,18.9366,10671.2,193.924,3837.78,6.83E-05,6765.57,3779.74,6730.27,3746.45,6712.07,3729.78,6040.47,5975.49,5947.6,6.66183,1.28478,0.785414,1101.07,1060.53,1043.48,21.603
113562.354,44615.44317,158177.7972,3.09E+01,2.51E+01,6.01E+02,2.47E+01,0.00E+00,,4.93117,0.148526,20.8093,43.9379,7.79259,17753.3,30813.48,1.58E+06,828.831,13769.3,16839.4,8222.14,2.41403,0.0579863,770.337,19174.1,40000,158106,20.3802,9228.73,330.44,3695.86,0.000114268,5980.89,3036.93,5954.77,3012.77,5941.04,3000.26,4860.48,4811.76,4790.48,6.1304,1.29651,0.782016,955.055,924.355,911.247,18.1315
113562.354,89682.902,203245.256,2.81E+01,4.05E+01,6.47E+02,2.24E+01,0.00E+00,,6.97298,0.189143,14.7277,52.399,10.2939,23604.9,36517.24,1.91E+06,1064.96,16403.8,20589.1,9891.81,2.70677,0.0403616,912.931,22523.5,40000,203149,14.214,8377.9,190.536,3092.32,0.000138969,7606.27,3328.65,7579.6,3303.62,7565.71,3290.85,5342.6,5293.82,5272.25,5.78674,1.28242,0.787986,1091.74,1060.98,1047.66,15.4229
113562.354,13430.36268,126992.7167,3.75E+01,4.74E+01,7.35E+02,3.00E+01,0.00E+00,,11.0473,0.203365,31.2123,41.9456,13.8582,19115.4,33747.32,2.18E+06,665.322,18697.8,23463.9,11280,2.37348,0.100537,843.683,20904.4,40000,126915,30.8016,11368.4,317.461,4024.47,0.000225481,8198.48,4442.92,8155.75,4403.21,8134.6,4383.91,7114.41,7041.7,7010.22,6.04642,1.10895,0.699894,1287.34,1242.2,1222.99,20.6399
113562.354,61220.6381,174782.9921,2.77E+01,2.52E+01,6.23E+02,2.21E+01,0.00E+00,,3.77985,0.164639,16.8109,47.767,6.84175,20019,32884.12,1.65E+06,915.831,14059.7,17732.7,8727.86,2.55002,0.0449172,822.103,20396.9,40000,174702,16.3438,8659.02,244.534,3367.17,8.22E-05,6625.41,3168.17,6599.29,3143.78,6585.54,3131.19,5077.44,5028.17,5006.62,6.13731,1.33963,0.812993,1009.51,978.456,965.168,17.0289
113562.354,65112.11559,178674.4696,2.06E+01,3.57E+01,5.44E+02,1.65E+01,0.00E+00,,8.48601,0.142037,12.1604,45.8142,11.4393,18858.6,31078.52,1.56E+06,936.256,14055.5,16495.9,7684.42,2.5418,0.0291152,776.963,19331.1,40000,178598,11.7126,8309.83,184.021,3113.21,0.000207625,5714.23,2618.49,5692.97,2598.47,5681.47,2587.91,4191.29,4150.78,4132.8,5.83935,1.31092,0.783617,859.451,833.752,822.632,16.7884
113562.354,22763.13179,136325.4858,3.72E+01,1.96E+01,4.74E+02,2.98E+01,0.00E+00,,10.4018,0.0913651,29.5396,33.4175,12.7026,11855.4,24474.12,1.27E+06,714.401,12030.1,13120.9,5993.86,2.0312,0.0977223,611.853,15381.1,40000,136277,29.2156,10291.2,700.295,4640.07,0.000303428,3684.59,2137.38,3665.18,2119.94,3654.6,2110.43,3402.37,3365.79,3349.59,6.07446,1.31803,0.766283,689.047,665.734,655.71,19.8244
96769.09362,0,96769.09362,3.56E+01,4.74E+01,6.43E+02,2.85E+01,0.00E+00,,20.3256,0.125649,33.1756,33.2194,22.6673,13108.8,27103.64,1.59E+06,507.01,15396.8,16079.9,7490.98,2.02807,0.102553,677.591,16963.5,40000,96715.9,32.8523,12129.1,439.044,4445.99,0.000583909,5072.15,2943.68,5041.62,2915.54,5025.97,2901.35,4686.63,4633.72,4610.64,6.15856,1.13967,0.684674,862.501,829.364,815.251,23.8329
107303.12,0,107303.12,2.50E+01,4.24E+01,6.37E+02,2.00E+01,0.00E+00,,14.9727,0.146025,22.7396,32.9416,17.2996,14934.7,28806.76,1.71E+06,562.193,15941.6,17537.7,8342.76,2.1733,0.0547702,720.169,17981.5,40000,107243,22.419,11471.3,258.207,4033.69,0.000387924,5890.58,3319.54,5857.84,3288.9,5841.02,3273.55,5292.94,5235.1,5209.96,6.13721,1.13108,0.689864,969.403,933.261,917.899,22.6119
113562.354,8935.117295,122497.4713,3.01E+01,2.82E+01,7.20E+02,2.41E+01,0.00E+00,,1.86678,0.185598,25.614,40.1865,4.61279,18050,32221.92,1.82E+06,641.779,15202.8,19446.7,9967.99,2.34742,0.0698756,805.548,20006.7,40000,122424,25.223,10744.9,269.018,3991.29,4.05E-05,7482.25,4165.39,7443.54,4129.18,7423.93,4111.24,6667.25,6596.7,6566.58,6.93077,1.37994,0.845054,1207.21,1163.26,1144.83,21.0583
113562.354,28017.52724,141579.8812,3.20E+01,2.97E+01,5.40E+02,2.56E+01,0.00E+00,,7.83805,0.116222,24.1715,37.6563,10.3669,14498,27588.64,1.41E+06,741.89,12864,14764.8,7002.94,2.20278,0.0697987,689.716,17254,40000,141521,23.8049,9824.48,460.119,4116.96,0.000204648,4684.11,2571.02,4661.16,2549.99,4648.87,2538.87,4099.59,4056.59,4037.71,6.13764,1.28298,0.758213,812.335,785.114,773.47,19.3874
113562.354,34708.47021,148270.8242,1.96E+01,2.75E+01,5.18E+02,1.57E+01,0.00E+00,,8.2332,0.114974,13.8004,38.5602,10.8008,15362.8,27717.08,1.37E+06,776.947,12545.3,14281.1,6683.24,2.32279,0.0323097,692.927,17330.8,40000,148209,13.425,9001.38,230.445,3479.28,0.000229515,4630.63,2387.15,4610.2,2368.02,4598.97,2357.75,3806.57,3766.92,3749.42,6.08463,1.30988,0.769805,770.372,745.183,734.365,18.8585
113562.354,57402.9285,170965.2825,1.22E+01,2.55E+01,5.09E+02,9.77E+00,0.00E+00,,7.03525,0.13246,7.31446,43.2938,9.83988,17561.7,28882.16,1.41E+06,895.87,12579.9,14874.5,7021.55,2.54698,0.0158463,722.054,18026.5,40000,170894,6.89209,7887.3,92.7784,2758.7,0.000180606,5327.98,2424.98,5308.9,2406.68,5298.42,2396.9,3881.94,3843.77,3826.93,5.89515,1.3468,0.797608,787.763,763.507,753.055,17.2656
113562.354,87572.6387,201134.9927,1.87E+01,3.68E+01,6.90E+02,1.49E+01,0.00E+00,,3.87431,0.205558,9.61765,53.4224,7.24816,25025.8,38012.56,1.93E+06,1053.87,15992.3,20908.3,10339.3,2.75654,0.023351,950.314,23391.9,40000,201034,9.09411,8204.76,94.9307,2781.67,7.43E-05,8265.25,3609.76,8237.07,3582.77,8222.32,3569.06,5792.16,5738.95,5715.6,6.02857,1.3327,0.822724,1169.97,1136.49,1122.07,15.5306
112907.7567,0,112907.7567,2.04E+01,4.65E+01,5.59E+02,1.63E+01,0.00E+00,,22.5255,0.129777,18.4049,29.0328,24.6582,14162,27934.16,1.71E+06,591.59,17024.5,17190.6,7825.26,2.12545,0.0412658,698.354,17460.7,40000,112850,18.1236,11735.9,227.88,3940.42,0.000602305,5234.87,2931.52,5206.07,2904.5,5191.06,2890.78,4662.55,4611.81,4589.49,6.0479,1.15631,0.694654,885.801,853.94,840.257,22.0143
113562.354,81921.02841,195483.3824,3.08E+01,3.27E+01,6.76E+02,2.47E+01,0.00E+00,,2.32114,0.1904,16.8007,52.4274,5.64493,23137.5,36229.84,1.80E+06,1024.28,14807.4,19531.5,9776.97,2.67439,0.0474582,905.746,22356.2,40000,195390,16.2879,8351,216.868,3198.85,4.53E-05,7658.31,3498.01,7630.51,3471.99,7616,3458.66,5613.44,5560.99,5538.06,6.3058,1.42766,0.878068,1128.9,1095.85,1081.69,15.8302
81742.02472,0,81742.02472,3.73E+01,2.95E+01,6.41E+02,2.99E+01,0.00E+00,,8.79032,0.0751282,34.8624,33.1486,11.0979,10303.5,23656.36,1.01E+06,428.293,9355.93,10399.3,4993,1.82711,0.108799,591.409,14886.2,40000,81700.3,34.5407,11216.7,577.646,4805.18,0.000362886,3036.48,1920.37,3016.26,1901.89,3005.13,1891.84,3035.43,2996.83,2980.02,6.72093,1.29298,0.734853,596.432,571.767,561.37,25.8251
81819.26803,0,81819.26803,1.34E+01,1.96E+01,6.72E+02,1.07E+01,0.00E+00,,7.26384,0.0925545,11.3849,34.7027,9.65912,11974.6,24667.88,1.07E+06,428.663,9738.14,11132.6,5430.33,2.0355,0.0195841,616.697,15498.1,40000,81770.7,11.0476,10167.4,96.2293,3407.43,0.000283654,3736.42,2158.15,3714.33,2137.37,3702.18,2126.3,3420.59,3377.95,3359.5,6.70477,1.2693,0.731048,652.105,625.042,613.676,25.8021
113562.354,69874.04595,183436.4,3.63E+01,3.12E+01,5.80E+02,2.90E+01,0.00E+00,,4.8419,0.147176,21.3908,47.7616,7.88856,18977.8,31718.6,1.56E+06,961.217,13479.5,16711.2,8056.72,2.50644,0.0657922,792.965,19709.6,40000,183359,20.9238,8491.18,389.84,3572.02,0.000109846,5922.55,2830.48,5899.34,2809.27,5887.05,2798.13,4535.08,4491.59,4472.42,5.98674,1.34639,0.809358,921.487,893.961,882.115,16.5073
113562.354,22248.1101,135810.4641,1.11E+01,4.67E+01,5.49E+02,8.89E+00,0.00E+00,,19.299,0.141077,7.97619,36.353,21.8065,16499.2,29591.48,1.74E+06,711.602,16974.6,17651.3,7984.73,2.33653,0.0154223,739.787,18448.8,40000,135744,7.62204,10293,69.4001,3010.13,0.000495455,5682.64,2840.67,5656.77,2815.92,5643.1,2803.29,4529.17,4482.38,4461.7,5.90815,1.19736,0.719064,885.31,855.827,843.095,19.8588
113562.354,72075.76174,185638.1157,1.96E+01,4.06E+01,7.30E+02,1.57E+01,0.00E+00,,5.10858,0.219722,10.8232,52.6964,8.45728,25021.7,38527.16,2.08E+06,972.63,17442.3,22529.7,11158.7,2.71948,0.0257,963.179,23689.8,40000,185537,10.3063,8799.61,92.9328,2894.37,9.62E-05,8838.15,3994.89,8805.62,3963.73,8788.87,3948.17,6408.61,6348.87,6322.75,5.98964,1.25341,0.78269,1261.21,1223.76,1207.69,16.3778
103774.4035,0,103774.4035,3.21E+01,3.12E+01,5.04E+02,2.57E+01,0.00E+00,,12.7246,0.0722757,30.1362,26.3112,14.6682,10177.1,23552.2,1.12E+06,543.795,10932.1,11311.5,5179.74,1.81272,0.0900448,588.805,14823.1,40000,103733,29.883,11437.8,639.794,4964.38,0.000467219,2919.77,1865.62,2901.42,1848.87,2891.03,1839.51,2947.97,2912.53,2896.77,6.4658,1.31128,0.745274,606.151,583.381,573.646,23.019
75792.18496,0,75792.18496,1.49E+01,2.64E+01,6.45E+02,1.20E+01,0.00E+00,,9.40726,0.0689606,12.8945,33.3535,11.7206,10570.3,22902.44,9.11E+05,397.097,8519.68,9358.47,4457.3,1.93568,0.0225525,572.561,14429,40000,75749.3,12.571,10129.6,125.758,3566.14,0.000436852,2786,1684.45,2768.45,1668.07,2758.42,1658.97,2656.6,2621.64,2606.38,6.79413,1.32743,0.745092,531.657,509.149,499.656,26.6987
113562.354,8884.943539,122447.2975,1.29E+01,1.51E+01,4.76E+02,1.03E+01,0.00E+00,,11.8317,0.0908515,10.5563,28.6471,13.8918,12490.7,24793.88,1.23E+06,641.634,11888.9,12552.4,5723.25,2.11211,0.0213137,619.847,15574.2,40000,122397,10.2799,9855.95,158.784,3611.07,0.000383288,3662.84,2073.36,3644.38,2055.93,3634.06,2046.43,3290.7,3254.1,3238.01,6.2544,1.30912,0.754102,663.359,639.937,629.902,21.0628
113562.354,12835.32629,126397.6803,3.39E+01,4.56E+01,4.64E+02,2.71E+01,0.00E+00,,23.8076,0.0922347,28.8379,29.5741,25.9569,11868.6,25429.16,1.51E+06,662.355,15711.5,14887.9,6322.69,1.9574,0.0971338,635.729,15957.3,40000,126349,28.552,12050.9,613.681,4594.34,0.000700445,3721.42,2163.73,3700.57,2144.81,3689.39,2134.73,3430.96,3393.98,3377.37,5.9688,1.2673,0.738683,698.975,675.417,665.15,20.7003
113562.354,78257.92241,191820.2764,1.43E+01,4.15E+01,7.31E+02,1.14E+01,0.00E+00,,4.75973,0.224331,7.45901,53.5026,8.15664,25870.2,39298.12,2.10E+06,1005.02,17215.2,22902,11275.6,2.75633,0.01657,982.453,24135.2,40000,191715,6.93422,8603.01,58.1042,2633.89,8.89E-05,9021.44,3976.09,8989.69,3945.36,8973.26,3929.99,6379.01,6320.04,6294.22,6.03658,1.27981,0.795805,1266,1229.01,1213.11,16.0287
83558.4618,0,83558.4618,1.12E+01,3.40E+01,5.47E+02,8.98E+00,0.00E+00,,14.5405,0.0648766,9.51355,28.4634,16.5932,10065.3,21860.28,9.43E+05,437.821,9320.96,9510.09,4297.96,1.93109,0.0158827,546.507,13795,40000,83517.7,9.23905,10269.4,94.6565,3477.29,0.000656897,2619.54,1568.48,2604.07,1553.92,2595.06,1545.67,2471.29,2439.85,2425.95,6.56902,1.34866,0.755363,502.786,482.408,473.718,25.5589
113562.354,78286.57664,191848.9306,1.10E+01,1.73E+01,5.09E+02,8.81E+00,0.00E+00,,5.74069,0.149444,5.93782,46.9184,8.73244,19386.3,29968.12,1.46E+06,1005.31,12494.2,15759.2,7504.73,2.70882,0.0131013,749.203,18672.7,40000,191770,5.47959,7260.51,70.641,2454.37,0.000135586,6006.7,2509.74,5988.03,2491.67,5977.75,2482,4029.46,3991.67,3974.88,5.75476,1.38313,0.825017,822.159,798.148,787.737,16.0225
113562.354,86742.60093,200304.9549,1.94E+01,2.11E+01,6.03E+02,1.56E+01,0.00E+00,,3.81048,0.168952,10.1815,50.8578,7.02091,21910.5,34507.64,1.63E+06,1049.58,13756.6,17589.9,8557.28,2.65905,0.0250573,862.691,21350.2,40000,200216,9.68391,7497.81,123.012,2744.38,8.20E-05,6792.88,2960.94,6770.25,2939.43,6758.08,2928.17,4748.93,4704.76,4685.28,6.00263,1.38599,0.838531,974.93,946.972,934.916,15.5728
113562.354,84616.15414,198178.5081,2.46E+01,4.32E+01,4.65E+02,1.97E+01,0.00E+00,,12.8634,0.142974,13.4363,46.5643,15.8968,18457.7,29082.36,1.61E+06,1038.51,14732.8,17340.4,7518.49,2.65789,0.0359567,727.059,18145.8,40000,198104,12.9814,7936.25,237.818,2953.14,0.000300751,5747.79,2362.75,5729.02,2345.25,5718.97,2336.01,3791.92,3757.56,3742.02,5.41361,1.34274,0.80751,785.209,763.318,753.691,15.6825
96692.20077,0,96692.20077,2.72E+01,3.67E+01,7.12E+02,2.18E+01,0.00E+00,,7.10496,0.146071,24.721,36.7197,9.62497,14711.2,28383.8,1.54E+06,506.572,13620.7,16156.1,8008.45,2.17268,0.0596376,709.595,17729.2,40000,96632.6,24.3629,11049.9,259.479,4045.6,0.000195756,5893.38,3343.32,5859.98,3312.09,5842.82,3296.45,5336.11,5275.97,5250.16,6.39122,1.16507,0.709338,955.609,918.09,902.332,23.8378
113562.354,93984.86192,207547.2159,1.99E+01,3.60E+01,4.56E+02,1.59E+01,0.00E+00,,9.04729,0.150359,10.3736,47.6816,12.1,18830.8,28229.68,1.51E+06,1087.61,13533.9,16245,7298.37,2.79276,0.0265933,705.742,17637.2,40000,207471,9.90772,7100.6,170.357,2700.92,0.000202998,6041.96,2371.45,6024.08,2354.67,6014.37,2345.75,3814.34,3780.14,3764.79,5.33277,1.36333,0.825004,783.735,762,752.485,15.201
113562.354,18046.36656,131608.7206,3.70E+01,3.14E+01,4.63E+02,2.96E+01,0.00E+00,,11.6299,0.0867514,30.4305,31.4041,13.829,11168.8,23751.56,1.26E+06,689.689,12055.9,12891.8,5833.41,1.97202,0.101704,593.789,14943.9,40000,131563,30.1266,10650.8,739.076,4802.63,0.000346341,3499.62,2079.24,3480.5,2062.08,3470.06,2052.7,3306.37,3270.41,3254.46,6.07408,1.31541,0.762754,669.726,646.788,636.918,20.2319
97362.65973,0,97362.65973,3.32E+01,1.48E+01,6.93E+02,2.66E+01,0.00E+00,,4.24189,0.133124,30.7089,35.8123,6.71671,13826.4,27594.04,1.43E+06,510.106,12455.1,15061.3,7553.67,2.10076,0.0881767,689.851,17257.2,40000,97306.6,30.3605,11108.4,384.497,4363.15,0.000120475,5372.69,3158.03,5341.22,3128.89,5324.96,3114.12,5036.11,4978.72,4954.14,6.62099,1.23877,0.745236,911.743,875.834,860.793,23.7593
113562.354,67036.63585,180598.9899,1.13E+01,3.50E+01,5.04E+02,9.02E+00,0.00E+00,,8.92566,0.140383,6.41701,44.8908,11.827,18566.5,29751.8,1.49E+06,946.351,13469.9,15780.8,7216.64,2.61364,0.0138166,743.795,18544.1,40000,180524,5.97865,7833.9,75.6376,2604.73,0.000221984,5644.59,2451.8,5625.68,2433.54,5615.33,2423.83,3929.87,3892.5,3875.89,5.73801,1.33553,0.795678,800.449,776.65,766.327,16.6688
113562.354,16086.21401,129648.568,1.82E+01,4.89E+01,4.66E+02,1.45E+01,0.00E+00,,25.617,0.10479,14.5306,30.8305,27.8454,13428.9,26423.6,1.58E+06,679.365,16609.8,15628.4,6600.99,2.13062,0.0322051,660.59,16555.5,40000,129594,14.2321,11142.2,238.758,3693.06,0.000749354,4223.79,2238.9,4202.88,2219.3,4191.62,2208.99,3555.49,3517.91,3501.04,5.89617,1.25901,0.73783,720.364,696.432,685.986,20.398
113562.354,86423.13458,199985.4886,1.50E+01,4.90E+01,7.47E+02,1.20E+01,0.00E+00,,8.32805,0.237567,7.5431,54.8459,11.8088,27420,41106,2.30E+06,1047.79,19331,24966.7,12105,2.79276,0.0171292,1027.65,25175.7,40000,199874,7.00439,8690.47,55.9657,2579.13,0.000150182,9552.61,4109.18,9519.59,4077.16,9502.68,4061.31,6590.32,6530.73,6504.49,5.78467,1.21253,0.763147,1319.91,1282.55,1266.38,15.5908
113562.354,58971.26863,172533.6226,2.18E+01,2.24E+01,5.75E+02,1.74E+01,0.00E+00,,5.2929,0.147693,13.2851,45.7787,8.239,18850.9,31329.36,1.54E+06,904.064,13396.7,16377.9,7884.86,2.52053,0.0323504,783.234,19479.5,40000,172457,12.8378,8381.41,198.092,3211.35,0.000123637,5942.95,2821.85,5920.03,2800.32,5907.72,2789.01,4516.54,4472.49,4453.11,6.02816,1.32829,0.796202,905.049,877.191,865.229,17.1691
113562.354,85006.55146,198568.9055,3.79E+01,3.66E+01,6.55E+02,3.03E+01,0.00E+00,,4.8849,0.183314,20.5833,52.0931,8.1808,22568.2,35746.68,1.85E+06,1040.47,15585.9,19934.3,9731.46,2.64402,0.0680702,893.667,22074.5,40000,198477,20.0728,8578.39,301.705,3365.74,9.67E-05,7374.08,3379.36,7346.71,3354.14,7332.55,3341.23,5419.18,5369.26,5347.28,5.92584,1.31321,0.80565,1095.5,1064.04,1050.48,15.6667
113562.354,7208.455928,120770.8099,2.32E+01,4.89E+01,6.99E+02,1.86E+01,0.00E+00,,14.1073,0.196206,19.5992,38.4686,16.7412,18662,32881.96,2.11E+06,632.715,18486.5,22490,10649.8,2.37814,0.0456413,822.049,20395.6,40000,120695,19.2232,11230.7,166.73,3661.79,0.000306447,7908.61,4193.88,7868.43,4155.85,7848.25,4137.31,6708.61,6639.24,6609.12,6.01981,1.10223,0.691085,1211.22,1168.1,1149.71,21.2221
113562.354,76370.09147,189932.4455,1.75E+01,3.23E+01,4.58E+02,1.40E+01,0.00E+00,,7.74043,0.139484,9.84659,45.0835,10.6387,17391.7,27006.76,1.41E+06,995.304,12530,15201,6888.78,2.69665,0.0238123,675.169,16905.5,40000,189862,9.40667,7291.53,162.26,2807.24,0.000182999,5606.87,2337.37,5589.1,2320.57,5579.35,2311.56,3756.54,3721.55,3705.93,5.51165,1.36838,0.819555,760.925,738.69,729.012,16.1289
113562.354,40489.32763,154051.6816,1.18E+01,1.87E+01,4.87E+02,9.45E+00,0.00E+00,,8.67729,0.117835,7.77536,38.8413,11.2541,15604.8,26939.04,1.33E+06,807.246,12323.2,13942.6,6437.48,2.42701,0.0162587,673.476,16864.9,40000,153988,7.39732,8332.77,103.627,2946.21,0.000240091,4742.17,2275.47,4723.64,2257.69,4713.42,2248.13,3633.59,3596.43,3580.03,5.94615,1.33036,0.781862,734.591,710.954,700.773,18.4217
113562.354,6383.700669,119946.0547,3.60E+01,2.23E+01,7.11E+02,2.88E+01,0.00E+00,,1.94877,0.177621,31.6869,38.9789,4.63244,17184.7,31528.4,1.79E+06,628.422,14970.6,19134,9789.06,2.28434,0.101638,788.21,19597.2,40000,119876,31.3079,11080.8,365.648,4256.26,4.28E-05,7162.96,4096.4,7124.34,4060.59,7104.84,4042.82,6555.81,6485.98,6456.16,6.94576,1.37197,0.838122,1185.09,1141.58,1123.34,21.3058
