WW Influent,Rain Influent,Total influent,WW TP,WW TKN,WW COD,WW Ortho-P,Acetate Flow,,Nitrate Effluent,TSS Effluent,TP Effluent,COD Effluent,TN Effluent,Mass of Hauled Sludge,Sludge added per day,Total air,dailychemconsumptionEffluent,Air Flow at Field Conditions 1st AER Reactor,Air Flow at Field Conditions 2nd AER Reactor,Percent of Solids in Digester Effluent,xmghpo4RL2,Influent Flow to Digester,TSS (waste activated sludge + primary clarifier underflow),Influent TSS to Digester,Effluent Flow,VSS Effluent,Ortho-P Effluent,TN Hauled Sludge,Ortho-P Hauled Sludge,TP Hauled Sludge,Nitrate Hauled Sludge,Effluent Flow ANA Reactor,Effluent Flow 1st ANX Reactor,MLSS 1st ANX Reactor,MLVSS 1st ANX Reactor,Soluble BOD 1st ANX Reactor Effluent,Total BOD 1st ANX Reactor Effluent,MLSS 1st AER Reactor,MLVSS 1st AER Reactor,Soluble BOD 1st AER Reactor Effluent,Total BOD 1st AER Reactor Effluent,Effluent Flow 2nd ANX Reactor,MLSS 2nd ANX Reactor,MLVSS 2nd ANX Reactor,Soluble BOD 2nd ANX Reactor,Total BOD 2nd ANX Reactor,MLSS 2nd AER Reactor,MLVSS 2nd AER Reactor,Soluble BOD 2nd AER Reactor,Total BOD 2nd AER Reactor
113562.354,480.6894029,114043,3.87E+01,1.98E+01,6.40E+02,3.09E+01,0.00E+00,,0.305005,0.133891,10.0605,34.6069,3.1659,37803.7,35653.32317,801640.8772,597.737,18523.3,1136.2,2.86049,4108.66,2007.36,17761.3,40000,114023,0.029325,9.71029,56539.4,4459.77,162055,1.06E-05,170784,570784,5249.53,1202.43,2.25209,641.44,5354.59,1182.65,3.47947,619.79,170784,5338.02,1177.26,0.673484,611.647,5355.65,1173,1.70638,608.073
113562.354,93300.32194,206862.7,3.13E+01,2.10E+01,4.82E+02,2.51E+01,0.00E+00,,0.0822375,0.0740285,5.82365,50.3894,4.56683,35852,27826.42649,597867.6359,1084.33,13615.2,1046.95,2.96606,3194.16,1768.7,15732.7,40000,206845,0.0155309,5.33936,51920,3768.68,138406,2.60E-06,263606,663606,2891.04,636.482,3.40391,365.349,2951.46,625.779,4.23964,353.545,263606,2953.48,622.953,1.96874,348.153,2961.14,621.234,2.37184,346.633
113562.354,46978.45354,160540.8,3.30E+01,3.75E+01,5.64E+02,2.64E+01,0.00E+00,,0.453952,0.0994683,5.91426,44.607,4.22219,38269.7,32656.2089,750827.9489,841.495,17323.1,1090.26,2.97585,2893.19,1919.26,17015,40000,160522,0.0215686,5.47567,62688.7,4095.98,148372,1.46E-05,217283,617283,3890.85,884.513,2.93907,488.028,3970.19,869.986,3.70275,472.031,217283,3970.31,865.099,1.35082,464.635,3978.73,862.745,1.92045,462.642
113562.354,92891.62767,206454,2.09E+01,2.60E+01,6.42E+02,1.67E+01,0.00E+00,,0.000981975,0.0844919,0.577011,54.7459,4.51716,41382.4,34067.41684,729490.14,1082.18,16735.5,1154.57,3.04657,2155.61,1961.2,17370.7,40000,206434,0.0228065,0.0498701,64965.5,3142.13,119941,1.00E-06,263195,663195,3307.41,933.235,3.22055,535.973,3383.23,917.643,4.38778,518.515,263195,3379.55,914.908,1.31999,512.435,3379.67,912.26,2.37181,510.481
113562.354,56232.50611,169794.9,1.69E+01,1.61E+01,4.71E+02,1.35E+01,0.00E+00,,0.379149,0.0661592,0.517696,43.7766,4.21016,29120,19212.90931,579136.8163,890.031,13355.3,847.494,2.88731,2694.3,1464.7,13117.3,40000,169780,0.0155825,0.100006,57349.4,3313.24,129097,1.16E-05,226541,626541,2592.38,638.197,3.25348,359.074,2646.24,628.188,3.88422,347.89,226541,2646.27,624.665,1.84515,342.049,2646.37,623.298,2.26796,340.945
113562.354,63752.56542,177314.9,2.58E+01,3.40E+01,7.35E+02,2.06E+01,0.00E+00,,0.0580739,0.109833,0.606932,53.4688,4.27454,45721.3,42791.94567,862369.3685,929.414,19850,1298.81,3.04288,2502.17,2203.93,19416.2,40000,177293,0.0294395,0.0834152,67197.7,3533.33,130993,1.47E-06,234054,634054,4299.96,1205.24,2.81884,677.262,4399.28,1184.91,4.01473,654.393,234054,4390.43,1181.25,0.874995,647.455,4393.33,1177.58,2.09391,644.531
91210.68024,0,91210.7,3.41E+01,3.10E+01,6.39E+02,2.72E+01,0.00E+00,,0.339555,0.104586,8.95771,34.2694,3.10474,27247.8,20142.69619,598112.6196,478.071,13859.6,808.558,2.72998,3786.42,1500.32,13425.6,40000,91195.7,0.0226434,8.61599,55678.1,4096.78,152862,1.32E-05,147957,547957,4100.05,928.414,2.18906,491.962,4178.94,913.618,3.44694,476.313,147957,4171.66,908.986,0.702268,469.012,4183.44,905.737,1.63766,466.506
98490.02259,0,98490,3.26E+01,1.73E+01,4.84E+02,2.60E+01,0.00E+00,,0.746413,0.0681981,15.2577,26.6954,3.22846,20140.2,12351.45562,495050.1748,516.248,11536.7,603.947,2.57661,3471.89,1170.51,10552.2,40000,98478.3,0.0148935,15.001,55523.4,3778.22,146020,3.00E-05,155239,555239,2676.92,610.425,2.71092,331.654,2726.86,601.299,3.36712,321.832,155239,2726.73,597.104,1.36712,315.568,2727.92,595.738,1.7726,314.551
79280.83714,0,79280.8,1.91E+01,3.84E+01,6.61E+02,1.53E+01,0.00E+00,,0.533405,0.0772825,0.453402,35.5224,3.36526,22004,12264.7649,521996.1873,415.549,12172.1,629.373,2.7735,1379.93,1166.34,10515.6,40000,79269.2,0.0196115,0.108333,76150.8,3100.1,126657,1.97E-05,136030,536030,3041.36,803.608,2.23575,425.356,3096.38,791.668,3.41835,413.03,136030,3091.72,786.771,0.863723,405.673,3091.3,784.458,1.7508,404.15
113562.354,58398.58719,171960.9,1.96E+01,4.55E+01,7.46E+02,1.57E+01,0.00E+00,,0.431758,0.0970473,0.541809,53.5828,4.7921,42375.9,34006.17076,941564.6123,901.36,21784,1307,3.12507,648.01,1959.4,17355.4,40000,171941,0.0298661,0.0268791,85713.9,2851.23,111902,9.71E-06,228702,628702,3810.1,1223.23,2.94189,675.508,3890.03,1203.94,3.83901,654.001,228702,3883.98,1197.93,1.18684,645.238,3881.89,1194.64,2.4616,642.889
113562.354,85052.75073,198615.1,1.96E+01,3.20E+01,7.20E+02,1.57E+01,0.00E+00,,5.06E-05,0.0882827,0.586762,55.9812,4.48715,42284.1,34800.81518,796629.0671,1041.09,18291.7,1244.89,3.06103,1623.05,1982.67,17552.5,40000,198595,0.0268245,0.0473057,72187,2823.72,110803,1.00E-06,255356,655356,3456.9,1097.13,3.09212,626.641,3536.39,1079.11,4.34461,606.258,255356,3530.92,1076.21,1.06062,599.849,3531.31,1072.98,2.32198,597.436
113562.354,31184.60025,144747,3.69E+01,3.60E+01,5.72E+02,2.95E+01,0.00E+00,,0.452351,0.104543,9.43259,41.1811,3.88647,36624.4,31415.79782,749133.2876,758.702,17315.8,1056,2.92223,3178.89,1881.67,16695.7,40000,144728,0.0228365,9.02539,61686.4,4217.02,152249,1.49E-05,201489,601489,4092.13,936.456,2.75112,511.849,4174.75,921.17,3.615,495.072,201489,4172.34,916.094,1.16454,487.424,4181.7,913.459,1.82759,485.233
113562.354,6171.876502,119734.2,2.13E+01,3.35E+01,6.92E+02,1.71E+01,0.00E+00,,0.295393,0.111618,0.450156,39.4746,3.449,35189.9,28430.79045,821906.2705,627.583,19061.3,1095.19,2.90207,2487.82,1788.19,15899.2,40000,119716,0.0313504,0.0636521,70816.2,3492.96,132747,8.04E-06,176477,576477,4379.1,1283.72,2.31058,688.493,4472.77,1263.51,3.57595,666.152,176477,4463.8,1258.01,0.674372,657.797,4464.7,1254.02,1.96684,654.67
113562.354,3266.085647,116828.4,3.76E+01,3.67E+01,6.28E+02,3.00E+01,0.00E+00,,0.480826,0.128053,10.0049,35.0517,3.43101,37534,34123.36211,821971.9203,612.341,19053.4,1104.7,2.89813,3417.69,1962.85,17384.6,40000,116809,0.0282977,9.65186,62984.2,4410.43,157949,1.65E-05,173570,573570,5021.14,1160.49,2.36092,617.498,5119.45,1141.75,3.43656,597.087,173570,5108.99,1135.56,0.820404,588.329,5122.13,1131.91,1.71264,585.308
113562.354,31283.53187,144845.9,2.78E+01,2.88E+01,6.98E+02,2.23E+01,0.00E+00,,0.157593,0.122785,0.615398,46.2418,3.761,42556.8,40324.26498,842279.7209,759.207,19439,1217.13,2.96314,3290.28,2137.88,18861.8,40000,144825,0.030075,0.156602,61561.1,3976.83,144846,4.59E-06,201586,601586,4809.75,1232.04,2.49976,676.041,4917.21,1211.35,3.71668,652.998,201586,4904.97,1206.96,0.729981,645.572,4911.38,1203,1.88867,642.309
76918.97149,0,76919,2.10E+01,3.05E+01,5.73E+02,1.68E+01,0.00E+00,,0.505987,0.06575,1.95414,31.0173,3.06961,18335.3,9990.693548,411291.986,403.174,9577.82,508.735,2.57778,3251.85,1051.31,9503.09,40000,76908.5,0.0140806,1.65371,54346.8,3329,137891,2.30E-05,133669,533669,2582.15,577.399,2.39619,315.564,2628.99,568.539,3.42244,306.583,133669,2627.97,564.875,1.05888,300.565,2630,563.223,1.68163,299.501
113562.354,21145.31954,134707.7,1.22E+01,1.89E+01,5.91E+02,9.79E+00,0.00E+00,,0.360542,0.0678512,0.405088,39.8436,3.59364,26437.3,15913.28936,666079.9572,706.102,15441.7,893.294,2.8358,1104.64,1331.01,11955.8,40000,134694,0.0230394,0.0287887,77203.9,2376.2,101809,8.46E-06,191455,591455,2666.48,942.862,2.72168,519.395,2720.46,928.789,3.81108,503.81,191455,2715.76,924.24,1.10147,496.367,2714.05,921.576,2.23944,494.595
113562.354,72693.73001,186256.1,1.55E+01,4.88E+01,5.66E+02,1.24E+01,0.00E+00,,1.00308,0.0705187,0.529816,49.9477,5.86988,35203.9,23163.48787,805873.4529,976.317,18623.6,1139.7,3.13434,1.99,1610.88,14379.4,40000,186240,0.0196482,0.0543873,85437.6,2700.79,107912,2.46E-05,243001,643001,2775.08,804.967,3.54148,441.957,2826.25,792.961,3.739,428.465,243001,2821.78,787.302,2.0977,420.988,2820.75,785.928,2.43104,419.82
113562.354,10760.93934,124323.3,3.55E+01,4.69E+01,7.46E+02,2.84E+01,0.00E+00,,0.627131,0.160336,1.65942,43.0631,4.12982,49298,52150.92394,1048848.99,651.606,24323.1,1398.95,3.06021,2982.87,2439.33,21379.2,40000,124299,0.0355436,1.22109,68460.4,4450.2,157257,2.09E-05,181060,581060,6289.93,1458.19,2.3303,771.898,6413.18,1434.24,3.38015,745.817,181060,6399.2,1426.15,0.796254,735.352,6413.45,1421.75,1.75265,731.549
113562.354,72224.54529,185786.9,3.79E+01,4.83E+01,5.16E+02,3.03E+01,0.00E+00,,1.04199,0.0816515,10.2469,47.9631,5.85436,37607.3,28600.50653,781375.0761,973.848,18034.2,1128.3,3.09952,1199.85,1793.63,15945.6,40000,185769,0.0177711,9.78248,76961.4,3791.74,137653,3.19E-05,242530,642530,3199.61,728.824,3.52786,399.161,3260.83,717.364,3.64857,386.407,242530,3264.18,712.04,2.02767,379.351,3266.06,710.844,2.15737,378.18
113562.354,38777.66001,152340,1.18E+01,3.44E+01,6.93E+02,9.41E+00,0.00E+00,,0.242176,0.0734047,0.479111,48.3987,4.03783,31326.1,19874.45986,773961.5443,798.527,17885.2,1095.49,2.96556,205.25,1490.13,13337.4,40000,152325,0.0277548,0.0216597,86833.7,1955.03,87811.1,4.84E-06,209086,609086,2884.18,1135.35,2.76743,628.191,2943.58,1118.16,3.97338,608.909,209086,2938.26,1113.62,0.967416,601.217,2936.19,1110.19,2.46248,598.914
113562.354,50978.6101,164541,1.93E+01,3.67E+01,6.64E+02,1.54E+01,0.00E+00,,0.277895,0.0903045,0.511078,49.3614,4.24426,37599.7,29011.3863,797357.3311,862.471,18427.8,1126.65,3.01966,1552.72,1806.73,16057.4,40000,164523,0.0260597,0.035451,75190.9,3075.55,119314,6.80E-06,221284,621284,3541.52,1067,2.87208,592.337,3618.3,1049.98,3.88263,573.357,221284,3613.49,1045.37,1.11396,565.811,3612.18,1042.39,2.27299,563.653
113562.354,39240.56796,152802.9,1.45E+01,4.20E+01,6.32E+02,1.16E+01,0.00E+00,,0.624328,0.0772086,0.469573,46.0262,4.46673,32690.4,21382.07073,799285.6404,800.951,18545.5,1056.24,3.03442,168.8,1546.59,13825.3,40000,152787,0.024721,0.0313862,88125.7,2539.62,104633,1.44E-05,209548,609548,3036.95,1012.28,2.94647,553.124,3095.72,997.184,3.71784,536.342,209548,3090.11,991.26,1.39289,527.93,3088.35,988.84,2.32472,526.228
113562.354,56616.26742,170178.6,3.44E+01,3.28E+01,6.55E+02,2.75E+01,0.00E+00,,0.123697,0.121341,2.18206,49.4971,4.049,46844,47796.54365,818225.8053,891.997,18757,1309.23,3.00907,3741.97,2332.54,20491.2,40000,170155,0.0262531,1.69005,55599.3,4249.55,154139,3.89E-06,226916,626916,4743.63,1076.29,2.77194,602.396,4847.79,1057.54,3.8862,581.541,226916,4838,1053.77,0.95251,574.682,4853.64,1050.12,1.90017,571.595
86749.67698,0,86749.7,2.69E+01,3.10E+01,5.76E+02,2.16E+01,0.00E+00,,0.456911,0.0814076,5.90909,31.1344,3.04778,22112.6,13935.72452,496261.1073,454.699,11541.1,629.244,2.6512,3547.65,1244.35,11199.2,40000,86737.2,0.0174629,5.6038,54900,3741.7,146363,1.90E-05,143498,543498,3192.89,715.994,2.3477,384.868,3252.81,704.882,3.43602,373.315,143498,3251.17,700.678,0.929982,366.616,3256.3,698.516,1.65424,365.093
82595.34115,0,82595.3,1.19E+01,1.78E+01,5.91E+02,9.50E+00,0.00E+00,,0.512825,0.0502814,0.370853,32.1941,3.1594,16717.5,7886.170448,437797.7373,432.937,10198.4,538.184,2.56223,1381.26,932.79,8454.39,40000,82586,0.0157372,0.0671388,69009,2207.99,101700,1.71E-05,139347,539347,1981.77,644.536,2.434,354.976,2016.32,635.213,3.57021,345.383,139347,2012.33,631.272,1.09716,338.932,2011.25,629.486,1.87827,337.862
113562.354,58270.90278,171833.3,2.50E+01,2.27E+01,5.65E+02,2.00E+01,0.00E+00,,0.194696,0.0942371,0.843143,46.9145,4.02512,38184,32479.00931,694886.1828,900.693,15970.9,1070.54,2.95113,3353.75,1913.93,16969.8,40000,171814,0.0209318,0.384148,55677.2,3913.51,143929,6.05E-06,228575,628575,3684.45,857.797,2.95876,482.102,3764.41,843.371,3.92568,466.125,228575,3762.58,839.775,1.26542,459.639,3769.48,837.271,1.99211,457.585
113562.354,54807.64005,168370,2.49E+01,1.94E+01,6.32E+02,1.99E+01,0.00E+00,,0.143088,0.101465,0.578464,48.5932,4.01,40405.4,35545.1964,757264.8893,882.533,17451.4,1119.82,2.97385,3057.76,2004.24,17735,40000,168350,0.0245953,0.10269,60255.8,3768.96,139059,4.09E-06,225111,625111,3971.67,1007.41,2.83429,564.058,4061.28,990.462,3.92261,545.173,225111,4055.94,986.787,1.03287,538.419,4058.58,983.813,2.02722,536.079
99827.07537,0,99827.1,1.65E+01,4.13E+01,7.43E+02,1.32E+01,0.00E+00,,0.53693,0.0939444,0.420499,40.1461,3.70759,29228.5,18789.52608,780651.5829,523.243,18173,971.757,2.92662,497.85,1448.2,12974.4,40000,99812.6,0.0306638,0.0347781,89480.5,2706.05,110941,1.38E-05,156574,556574,3697.22,1255.48,2.21975,659.198,3767.53,1237.06,3.50618,639.279,156574,3759.88,1230.28,0.734763,629.886,3757.77,1226.55,2.11389,627.247
90731.85782,0,90731.9,1.79E+01,1.94E+01,6.78E+02,1.43E+01,0.00E+00,,0.32275,0.0838877,0.412599,36.5469,3.20355,24185.1,14976.19937,592847.7113,475.572,13776.1,762.941,2.73335,2276.63,1290.64,11603.7,40000,90719,0.0238447,0.058874,68025.9,3036.1,123142,9.97E-06,147480,547480,3296.72,976.471,2.18538,520.629,3362.03,961.641,3.54345,504.855,147480,3355.93,956.961,0.678391,497.387,3355.51,953.787,1.87117,495.162
113562.354,20090.25782,133652.6,2.45E+01,2.03E+01,6.05E+02,1.96E+01,0.00E+00,,0.296185,0.108076,0.576194,39.5755,3.49135,35761,30334.79196,740790.8726,700.544,17149,1018.21,2.8857,3441.49,1848.33,16412,40000,133634,0.025254,0.185194,59046.7,3993.87,147443,9.37E-06,190395,590395,4233.19,1034.84,2.53526,564.202,4323.85,1017.94,3.63124,545.594,190395,4318.23,1013.27,0.889637,538.093,4323.06,1010.16,1.8351,535.612
113562.354,89943.04395,203505.4,2.59E+01,3.71E+01,4.52E+02,2.08E+01,0.00E+00,,0.365924,0.066846,4.42053,49.2515,5.22505,33851.6,23514.07485,613906.5698,1066.74,14051.1,1004.39,3.0366,2017.83,1623.25,14485.8,40000,203489,0.0141166,3.95096,62751.3,3520.2,131638,1.16E-05,260250,660250,2614.97,578.603,3.60928,326.711,2666.34,569.36,4.0155,316.403,260250,2670.34,565.77,2.34075,310.904,2673.84,564.662,2.48825,309.809
113562.354,47527.83446,161090.2,2.47E+01,4.73E+01,6.24E+02,1.97E+01,0.00E+00,,0.777461,0.104324,0.550419,47.0387,4.84382,41705.4,35273.41635,882714.6833,844.371,20492.8,1154.96,3.09464,1655.43,1996.39,17668.6,40000,161070,0.0246718,0.0901111,76008.1,3769.93,138472,2.27E-05,217831,617831,4091.7,1011.76,3.00247,550.528,4175.33,995.554,3.56581,532.704,217831,4173.36,989.034,1.46004,523.991,4172.97,986.873,2.0632,522.241
89825.61014,0,89825.6,1.64E+01,4.87E+01,5.23E+02,1.31E+01,0.00E+00,,2.27604,0.0628601,1.62844,28.4921,5.15219,20760.7,10520.38551,585701.1825,470.832,13676.5,687.279,2.83125,0.12,1079.16,9748.68,40000,89814.8,0.0153229,1.35501,88882.5,2969.26,122782,8.70E-05,146576,546576,2484.32,627.056,3.04118,321.038,2521.16,619.147,2.98877,312.12,146576,2515.85,613.927,1.53629,305.543,2514.41,612.917,1.66211,304.636
113562.354,56994.30836,170556.7,2.89E+01,3.91E+01,4.57E+02,2.31E+01,0.00E+00,,0.869557,0.0693025,7.523,43.3261,5.1098,30721.6,20587.82155,642221.4822,894.022,14823.6,926.287,2.98085,1681.08,1517.09,13570.6,40000,170541,0.0150897,7.10717,70203.9,3630.62,135960,2.82E-05,227302,627302,2715.6,618.34,3.4558,340.241,2767.85,608.901,3.65866,329.588,227302,2770.6,604.61,2.04117,323.498,2772.1,603.589,2.16948,322.504
113562.354,89240.89324,202803.2,2.24E+01,1.59E+01,5.05E+02,1.79E+01,0.00E+00,,0.0914624,0.0771477,0.925241,50.3853,4.48059,36953.6,28969.28794,619421.559,1063.05,14146.4,1044.34,2.98808,3069.58,1805.39,16046,40000,202785,0.0167073,0.439855,53523.8,3653.44,135966,2.81E-06,259546,659546,3014.51,684.53,3.33462,392.206,3079,673.019,4.21562,379.486,259546,3080.36,670.12,1.81023,373.888,3085.91,668.293,2.30694,372.33
113562.354,30055.12001,143617.5,2.51E+01,1.91E+01,7.29E+02,2.01E+01,0.00E+00,,0.139978,0.118059,0.564667,47.2843,3.80298,41443,37553.39629,858154.3265,752.771,19812.2,1233.24,2.96794,2810.66,2061.38,18217.6,40000,143597,0.0317159,0.0986167,66568.9,3661,135874,3.74E-06,200358,600358,4625.94,1298.62,2.47138,711.536,4729.74,1277.22,3.73565,687.597,200358,4718.13,1272.78,0.683699,680.076,4722.36,1268.64,1.94834,676.701
113562.354,23369.25835,136931.6,3.36E+01,4.68E+01,7.27E+02,2.69E+01,0.00E+00,,0.602257,0.147557,1.00213,45.5079,4.30479,49052.5,50811.88838,1019189.97,717.704,23626.6,1368.09,3.07247,2805.54,2406.96,21110.4,40000,136908,0.0329727,0.543171,68833.5,4346.09,153801,1.94E-05,193669,593669,5785.02,1352.68,2.49555,725.257,5901.38,1330.29,3.45406,700.804,193669,5892.13,1322.78,0.908678,690.866,5902.28,1318.91,1.79989,687.55
113562.354,29736.03036,143298.4,3.23E+01,3.57E+01,6.35E+02,2.59E+01,0.00E+00,,0.332335,0.122266,3.0753,43.2745,3.82545,41774.6,39572.74867,821022.6489,751.095,18936.2,1198.62,2.9652,3433.89,2117.39,18689.4,40000,143277,0.0267742,2.64334,60058.3,4286.39,153934,1.09E-05,200038,600038,4785.07,1097.95,2.59207,599.26,4884.61,1079.59,3.6269,579.059,200038,4876.75,1074.48,0.929041,571.178,4890.65,1070.97,1.79813,568.224
113562.354,20660.84146,134223.2,3.10E+01,3.64E+01,6.67E+02,2.48E+01,0.00E+00,,0.341467,0.132187,1.36819,42.2847,3.73977,42866.9,41607.79718,863682.364,703.518,19949.5,1231.51,2.97063,3426.71,2172.47,19152.3,40000,134201,0.0294102,0.943822,61354.9,4310.97,154539,1.11E-05,190962,590962,5176.79,1205.97,2.45709,652.148,5284.62,1185.88,3.55763,630.045,190962,5273.76,1180.32,0.811276,621.743,5287.46,1176.41,1.77652,618.44
76080.50015,0,76080.5,2.31E+01,4.52E+01,5.74E+02,1.85E+01,0.00E+00,,1.14356,0.0678429,4.4943,31.0847,3.87237,20324.2,10272.82751,478739.7524,398.777,11184.6,556.049,2.84017,95.94,1066.23,9634.72,40000,76069.8,0.0147025,4.1933,89357.9,3263.86,132741,5.15E-05,132831,532831,2673.57,602.612,2.5871,315.423,2717.3,594.114,3.13917,306.53,132831,2714.36,589.361,1.34398,300.088,2713.72,588.102,1.69343,299.17
113562.354,5844.016329,119406.4,2.80E+01,3.24E+01,5.98E+02,2.24E+01,0.00E+00,,0.372008,0.116885,2.67835,34.551,3.25465,35064.4,30373.35157,748992.6095,625.861,17336.5,1031.85,2.85548,3717.08,1849.53,16422.2,40000,119388,0.0259667,2.33306,58054.5,4245.71,154957,1.27E-05,176149,576149,4576.88,1064.59,2.40485,571.988,4670.09,1047.35,3.51129,553.146,176149,4662.76,1042.1,0.827987,545.188,4675.41,1038.67,1.72307,542.375
99951.51345,0,99951.5,2.73E+01,3.64E+01,7.09E+02,2.18E+01,0.00E+00,,0.378881,0.126223,0.596549,37.9277,3.40958,34543.4,28621.25808,768544.4182,523.877,17838.6,1009.24,2.88409,3096.18,1794.29,15951.3,40000,99933.6,0.0296423,0.216785,64948.1,4034,148646,1.29E-05,156695,556695,4952.91,1214.88,2.1413,638.268,5052.79,1195.52,3.4229,617.378,156695,5042.04,1189.66,0.63245,608.892,5048.92,1185.69,1.74329,605.705
77544.39554,0,77544.4,34.1,27.5,566,27.3,0.00E+00,1,0.893477,0.021149,29.7468,30.9228,3.63016,9895.67,3958.722679,360630.7046,406.473,8386.9,457.234,2.0502,0.1,658.834,6008.68,40000,77537.8,0.0109354,29.4619,68826.8,1130.62,51188.6,2.94E-05,134299,534299,836.266,447.54,2.89284,258.277,850.716,441.765,3.2981,251.926,134299,846.518,438.38,1.58492,246.777,845.959,437.416,1.86845,246.068
103648.4697,0,103648.5,1.43E+01,3.20E+01,5.75E+02,1.14E+01,0.00E+00,,0.498625,0.0712637,0.352289,31.5006,3.17202,22972.1,13553.52763,595150.6729,543.287,13862,733.519,2.722,1877.27,1226.93,11046.7,40000,103636,0.0211659,0.052661,71159,2850.53,118233,1.45E-05,160397,560397,2802.16,866.704,2.47523,468.489,2856.66,853.927,3.5549,454.701,160397,2851.83,848.997,1.01236,447.16,2850.55,846.637,1.94855,445.576
88248.46129,0,88248.5,2.29E+01,1.75E+01,4.69E+02,1.83E+01,0.00E+00,,0.980737,0.0524962,7.94938,26.0496,3.49217,16475.8,8566.560573,406479.164,462.57,9466.16,502.365,2.50392,3146.58,972.635,8807.58,40000,88238.7,0.0112395,7.70358,54160.4,3260.85,135632,4.44E-05,145000,545000,2064.96,460.49,2.89947,254.455,2101.52,453.904,3.28985,247.306,145000,2100.28,450.492,1.61703,242.176,2099.85,449.579,1.85142,241.471
113562.354,84267.95372,197830.3,1.10E+01,2.13E+01,4.92E+02,8.82E+00,0.00E+00,,0.151481,0.0512431,0.49734,49.9443,4.5927,28225.1,15828.81979,563923.0715,1037.01,12917.1,912.591,2.97818,981.88,1327.42,11924.5,40000,197817,0.0154444,0.0301526,67636.3,2172.54,93396.1,3.63E-06,254578,654578,2013.38,631.824,3.50009,362.809,2053.05,622.184,4.3098,352.042,254578,2050.65,619.274,2.13923,346.625,2049.72,617.775,2.76173,345.56
113562.354,7369.797842,120932.2,3.09E+01,4.78E+01,5.94E+02,2.47E+01,0.00E+00,,1.13282,0.11565,6.09036,34.9063,4.283,36900.3,30282.37127,871030.246,633.86,20326.3,1034.91,3.01265,1828.72,1846.7,16398.1,40000,120914,0.0258351,5.74227,78460.1,4154.42,150582,3.81E-05,177675,577675,4538.8,1059.64,2.6638,555.608,4623.6,1043.37,3.23875,537.939,177675,4622.82,1035.61,1.25336,528.277,4626.01,1033.4,1.72461,526.426
84069.80431,0,84069.8,2.30E+01,3.65E+01,6.02E+02,1.84E+01,0.00E+00,,0.569682,0.083928,1.78525,32.4402,3.26017,23173.6,14142.037,523066.8904,440.65,12185.9,641.831,2.75482,2445.73,1253.66,11280.6,40000,84057.3,0.0183736,1.46685,66723.9,3620.58,142419,2.34E-05,140818,540818,3295.2,753.289,2.32842,399.703,3355.5,741.828,3.3732,387.807,140818,3353.46,737.069,0.952193,380.69,3357.12,734.942,1.6574,379.195
113562.354,70008.98911,183571.3,2.30E+01,1.92E+01,6.24E+02,1.84E+01,0.00E+00,,0.0906631,0.0923874,0.564558,50.9665,4.20927,40173,34005.62771,734212.4386,962.225,16892.5,1113.38,2.99792,2718.83,1959.38,17355.3,40000,183552,0.0231996,0.0695881,61629,3524.2,131727,2.45E-06,240313,640313,3616.27,949.934,3.00606,537.719,3698.54,933.983,4.08952,519.913,240313,3694.51,930.711,1.178,513.495,3695.5,927.985,2.16979,511.414
113562.354,44491.47474,158053.8,1.34E+01,3.48E+01,4.55E+02,1.07E+01,0.00E+00,,0.788069,0.0570409,0.486864,40.6546,4.65169,25883.5,14751.26848,585418.0321,828.491,13536.8,820.035,2.91427,1203.75,1280.77,11517.5,40000,158041,0.014815,0.102801,71852.7,2862.09,116582,2.30E-05,214802,614802,2241.87,606.478,3.3802,335.896,2284.6,597.631,3.69673,325.832,214802,2282.19,593.633,2.04217,319.942,2281.64,592.601,2.27533,319.034
113562.354,9243.936979,122806.3,3.42E+01,2.56E+01,6.86E+02,2.73E+01,0.00E+00,,0.224395,0.144704,2.48276,39.8402,3.39897,43071.9,43574.42237,860123.0043,643.665,19828.2,1265.52,2.9329,4093.93,2224.49,19588.5,40000,122784,0.0317175,2.07912,56464.7,4421.67,161378,7.60E-06,179545,579545,5668.91,1300.43,2.25779,698.547,5786.58,1278.57,3.52977,674.444,179545,5768.15,1273.43,0.625075,666.453,5788.17,1268.7,1.74027,662.406
82990.63351,0,82990.6,3.29E+01,3.39E+01,5.46E+02,2.63E+01,0.00E+00,,0.654472,0.0691489,13.8312,29.6959,3.21196,19437.3,11109.27435,452982.8571,435,10559.9,549.085,2.61895,2749.98,1109.33,10014.4,40000,82979.5,0.0147188,13.5433,62100.3,3627,142657,2.88E-05,139741,539741,2716.34,603.493,2.497,325.841,2765.12,594.388,3.35132,316.405,139741,2764.42,590.284,1.17774,310.14,2765.96,588.752,1.70143,309.096
113562.354,69963.20629,183525.6,3.16E+01,4.74E+01,5.43E+02,2.53E+01,0.00E+00,,0.855652,0.0892941,5.41218,48.3735,5.45023,40026.4,32270.21053,804474.0117,961.987,18574.2,1154.78,3.10503,1582.17,1907.64,16916.3,40000,183506,0.0193133,4.94161,73627.7,3844.66,139855,2.63E-05,240267,640267,3496.29,792.302,3.40078,435.428,3564.72,779.574,3.67583,421.342,240267,3568.47,774.013,1.89101,413.875,3571.76,772.532,2.11669,412.491
