WW Influent,Rain Influent,Total influent,WW TP,WW TKN,WW COD,WW Ortho-P,Chemical Dose,,Nitrate Effluent,TSS Effluent,TP Effluent,COD Effluent,TN Effluent,Mass of Hauled Sludge,Sludge added per day,Total Air Flow ,dailychemconsumptionEffluent,Air Flow at Field Conditions 1st AER Reactor,Air Flow at Field Conditions 2nd AER Reactor,Air Flow at Field Conditions 3rd AER Reactor,Percent of Solids in Digester Effluent,xmghpo4RL1,Influent Flow to Digester,TSS (waste activated sludge + primary clarifier underflow),Influent TSS to Digester,Effluent Flow,Ortho-P Effluent,TN Hauled Sludge,Ortho-P Hauled Sludge,TP Hauled Sludge,Nitrate Hauled Sludge,MLSS Reactor 1,VSS Reactor 1,MLSS Reactor 2,VSS Reactor 2,MLSS Reactor 3,VSS Reactor 3,Total COD in Reactor 1,Total COD in Reactor 2,Total COD in Reactor 3,Soluble BOD in Reactor 1,Soluble BOD in Reactor 2,Soluble BOD in Reactor 3,Total BOD in Reactor 1,Total BOD in Reactor 2,Total BOD in Reactor 3,SRT Total
94443.6512,0,94443.6512,3.16E+01,2.88E+01,6.57E+02,2.52E+01,45.43648692,,6.02913,0.501911,0.126164,8.19015,6.60366,37674.6,51223.2,1.31E+06,494.297,11486.2,13748.7,6813.18,3.08,0.37545,1280.58,30893.5,40000,94290.9,0.01,4880.66,142.821,19486.3,0.000322165,20008.1,3471.32,19980.2,3445.44,19965.6,3432.16,5662.04,5610.89,5588.83,6.5044,1.2296,0.733751,809.877,778.174,764.865,23.9275
113562.354,49631.81491,163194.1689,2.44E+01,3.39E+01,7.31E+02,1.96E+01,35.33948983,,2.00621,0.499499,0.369071,33.9869,3.93591,47523.2,61598.8,1.91E+06,854.495,15475.5,20732.8,10567.9,3.23,0.0188669,1539.97,36578.8,40000,163002,0.01,5389.2,62.7944,14352.5,6.07E-05,19946.4,4572.94,19912.4,4540.61,19894.9,4524.47,7441.57,7378.29,7350.95,6.70449,1.41974,0.875506,1236.14,1196.79,1180.13,17.6866
113562.354,61449.06079,175011.4148,3.55E+01,2.49E+01,5.44E+02,2.84E+01,51.20619955,,6.27317,0.554781,0.275558,23.1723,7.58007,55077.9,68346.97,1.46E+06,916.284,12806.2,15635.4,7439.39,3.39,0,1700,40204.1,40204.1,174788,0.01,3896.62,133.173,18147.7,0.000294953,22101,3385.94,22079.6,3366.37,22068.2,3356,5579.74,5539.64,5521.9,5.97734,1.3472,0.804305,835.972,810.881,800.084,16.8966
87900.52493,0,87900.52493,3.59E+01,4.28E+01,5.71E+02,2.87E+01,51.74711011,,19.8001,0.511727,0.0869654,3.87256,20.11,37758.8,50867.6,1.19E+06,459.994,11812.9,11922.7,5395.73,3.11,0.0235552,1271.69,30695.5,40000,87747.4,0.01,4827.66,160.013,20578.8,0.00140655,20377.3,2659.59,20356.2,2640.31,20344.9,2630.03,4340.73,4302.47,4285.54,6.30739,1.25129,0.723259,615.632,591.716,581.488,24.7453
113562.354,49384.78745,162947.1415,3.56E+01,2.87E+01,5.05E+02,2.85E+01,51.38650307,,7.77199,0.545141,0.233342,18.7306,8.84658,51812.9,64608.8,1.38E+06,853.109,12364.8,14590,6825.85,3.35,0.3024,1615.22,38195.6,40000,162737,0.01,3831.92,148.281,19325.9,0.000400891,21712.4,3197.73,21692.3,3179.37,21681.4,3169.55,5276.8,5238.97,5222.19,5.93668,1.34002,0.794736,766.13,742.446,732.25,17.6704
79000.54602,0,79000.54602,2.74E+01,4.33E+01,5.09E+02,2.19E+01,39.48647078,,23.8512,0.379225,0.0816663,4.73222,24.1856,28286.6,39990.72,9.66E+05,413.54,10141.9,9499.98,4037.61,2.96,0.0150407,999.768,24534.5,40000,78885.9,0.01,5140.04,140.097,18829.3,0.00196785,15098.1,1905.06,15083.4,1891.52,15074.9,1883.85,3099.9,3071.47,3058.66,6.28995,1.36081,0.770292,454.826,436.807,429.028,25.9718
113562.354,51093.56309,164655.9171,2.63E+01,4.08E+01,6.27E+02,2.11E+01,38.04404262,,9.50087,0.488872,0.326433,29.2851,11.1172,47195.4,60684,1.84E+06,862.165,16173.1,19509.4,9351.63,3.25,0.0204056,1517.1,36084.8,40000,164465,0.01,5152.43,71.7148,15619.7,0.000337511,19506.7,3914.49,19478,3887.52,19463.2,3873.9,6386.11,6334.59,6311.95,5.89105,1.22337,0.750941,1039.63,1007.54,993.754,17.5783
113562.354,86806.56986,200368.9239,2.17E+01,4.59E+01,6.73E+02,1.74E+01,31.3728124,,9.35007,0.460396,0.424153,39.9822,11.509,49505.8,63136.4,2.08E+06,1049.33,17865.5,22379.4,10725.8,3.28,0.0157459,1578.41,37406.6,40000,200168,0.01,5335.86,46.1565,12326.1,0.000272906,18385.1,4047.67,18356.3,4020.14,18341.4,4006.34,6587.59,6535.86,6512.98,5.74209,1.24197,0.771499,1155.24,1122.92,1108.91,15.4939
113562.354,51463.87057,165026.2246,3.57E+01,4.70E+01,5.22E+02,2.86E+01,51.56680659,,16.7113,0.562707,0.243676,19.7744,17.8237,53978.5,67357.2,1.71E+06,863.962,16331.3,17763.5,7943.88,3.35,0.0300551,1683.93,39659.4,40000,164807,0.01,4548.88,114.093,18631.3,0.000785488,22419.2,3438,22395.9,3416.62,22383.8,3405.6,5659.16,5618.68,5600.55,5.73108,1.26518,0.760541,843.341,818.05,807.042,17.5359
113562.354,52019.85133,165582.2053,2.97E+01,3.41E+01,5.88E+02,2.37E+01,42.73193413,,6.65302,0.50607,0.298756,26.1105,8.11318,49130.8,62258.8,1.61E+06,866.977,14037.4,17202,8294.32,3.3,0.0254101,1556.47,36934.7,40000,165383,0.01,4603.5,96.0894,16970.7,0.000265179,20178.2,3630.68,20153,3607.3,20139.8,3595.21,5946.16,5899.71,5879.29,5.99258,1.28656,0.77795,936.808,907.824,895.395,17.5079
113562.354,58999.81298,172562.167,3.50E+01,3.40E+01,5.06E+02,2.80E+01,50.48498547,,8.86424,0.542872,0.259965,21.633,10.0817,53463.4,65918.4,1.45E+06,903.478,13067.5,15371.3,7117.7,3.39,0.0298837,1647.96,38894.7,40000,172345,0.01,3983.25,121.273,18428.3,0.00043729,21624.6,3227.47,21604.3,3208.97,21593.5,3199.15,5326.21,5288.62,5271.9,5.8235,1.33493,0.795779,785.383,761.845,751.671,17.0474
83954.84078,0,83954.84078,2.58E+01,1.52E+01,7.07E+02,2.06E+01,37.14252502,,4.97408,0.424258,0.167036,13.3685,5.81622,31663.2,44768,1.20E+06,439.44,10444.3,12705.2,6340.95,2.96,0.21458,1119.2,27265.7,40000,83826.5,0.01,5298.62,111.146,16781.2,0.000267831,16921.8,3200.83,16894.9,3175.66,16880.7,3162.71,5204.62,5154.64,5133.16,6.65981,1.2548,0.74304,759.025,727.988,715.014,25.3038
113562.354,10956.62583,124518.9798,3.86E+01,2.03E+01,5.76E+02,3.09E+01,55.71378754,,7.48409,0.596577,0.128273,7.06253,7.98852,48942.3,63169.6,1.47E+06,651.72,13156.8,15424,7498.66,3.24,0.504353,1579.24,37424.5,40000,124321,0.01,4308.79,175.259,22091.3,0.000383693,23767.1,3720.56,23740,3695.77,23725.8,3682.95,6099.33,6050.07,6028.6,6.26434,1.23684,0.741761,873.49,842.917,829.939,20.7068
113562.354,83668.62845,197230.9825,2.28E+01,3.91E+01,7.29E+02,1.82E+01,32.81524056,,4.293,0.485104,0.431413,40.6372,6.51261,51285.8,65235.2,2.05E+06,1032.84,16858.9,22393.9,11141.9,3.29,0.0166722,1630.88,38530.2,40000,197023,0.01,5276.04,49.4528,12477.1,0.000119854,19373.5,4398.61,19342.3,4368.84,19326.3,4353.92,7158.52,7101.17,7076.05,6.06012,1.30357,0.811355,1247.72,1211.95,1196.58,15.6592
113562.354,10112.71473,123675.0687,1.30E+01,4.36E+01,4.49E+02,1.04E+01,18.75156603,,22.8081,0.25354,0.202581,18.4506,24.2092,24368.6,36910.08,1.43E+06,647.819,14847.1,14176.8,6030.15,2.76,0.00921682,922.752,22752.1,40000,123576,0.01,6901.06,67.6473,14836.4,0.000979944,10125.4,2342.43,10106.3,2324.42,10095.8,2314.74,3771.42,3735.82,3719.81,5.98549,1.28469,0.748041,666.145,643.64,633.842,20.8127
93010.20839,0,93010.20839,3.43E+01,1.82E+01,6.29E+02,2.75E+01,49.58346787,,7.43703,0.520169,0.10484,5.71258,7.87822,38760,52217.2,1.22E+06,486.759,10909.9,12747.8,6240.42,3.11,0.446299,1305.43,31445.9,40000,92853.1,0.01,4556.88,156.667,20253.8,0.000446959,20725,3200.89,20699.7,3177.64,20686.4,3165.52,5227.33,5180.83,5160.68,6.48937,1.24032,0.731289,737.789,708.898,696.739,24.0975
113562.354,38512.96005,152075.3141,2.65E+01,3.69E+01,5.61E+02,2.12E+01,38.22434614,,10.0842,0.460997,0.271687,23.6155,11.4059,43283.4,56266.8,1.60E+06,796.297,14443.6,16773.9,7920.93,3.22,0.0210354,1406.67,33679.3,40000,151900,0.01,4955.8,93.4382,17167.3,0.000415691,18385,3428.63,18360.1,3405.46,18347.1,3393.49,5599.77,5554.35,5534.33,5.94749,1.2514,0.753545,888.245,859.888,847.713,18.4498
111305.5913,0,111305.5913,2.39E+01,3.77E+01,6.07E+02,1.91E+01,34.43797223,,11.9731,0.436131,0.168634,13.1802,12.7769,35451.6,49056.4,1.63E+06,582.739,14870.5,16865.9,8124.99,3.02,0.018422,1226.41,29683.7,40000,111162,0.01,5918.65,96.4489,18389,0.000489803,17407.1,3728.16,17376,3699.1,17360,3684.44,6047.27,5991.74,5967.59,6.16988,1.15874,0.70512,941.547,907.117,892.504,22.0292
91898.94914,0,91898.94914,2.87E+01,2.47E+01,7.10E+02,2.29E+01,41.28950597,,3.82884,0.482336,0.162674,12.3592,4.63306,36040.4,49553.2,1.36E+06,480.992,11672.5,14492.6,7304.27,3.04,0.13883,1238.83,29961.7,40000,91752.8,0.01,5262.63,118.826,17976,0.000186052,19239.7,3713.55,19208.9,3684.78,19192.9,3670.22,6046.74,5990.32,5966.15,6.69864,1.26251,0.758466,876.728,841.81,827.224,24.2559
113562.354,49408.55447,162970.9085,1.90E+01,2.56E+01,6.49E+02,1.52E+01,27.40613497,,3.45827,0.404832,0.36787,34.4505,5.36299,39715.8,52952.8,1.71E+06,853.491,14322.6,18371.5,9164.69,3.14,0.0147107,1323.82,31853.5,40000,162810,0.01,5472.38,63.2127,13360.6,0.000109031,16170.6,3834.03,16142.2,3806.91,16127.2,3793.11,6227.2,6173.43,6150.04,6.26835,1.32962,0.81273,1060.98,1027.43,1013.14,17.7036
113562.354,62487.21617,176049.5702,1.71E+01,4.04E+01,5.87E+02,1.37E+01,24.70158218,,9.9942,0.370243,0.381829,36.0938,12.0473,38519.3,51253.6,1.76E+06,922.078,15671.4,18636.4,8783.93,3.14,0.0121976,1281.34,30910.5,40000,175893,0.01,5598.11,49.322,12452.3,0.000322509,14788.7,3397.39,14763.8,3373.63,14750.6,3361.47,5517.73,5471.76,5451.43,5.79841,1.25826,0.765675,965.097,936.289,923.848,16.8628
89168.89352,0,89168.89352,2.36E+01,2.48E+01,5.38E+02,1.89E+01,34.07736519,,12.0713,0.351522,0.112763,8.08205,12.6029,28029.9,40422.8,9.79E+05,466.85,9350.82,10021.5,4647.55,2.9,0.279028,1010.57,24783.2,40000,89055.3,0.01,4883.55,141.816,18441.5,0.000828522,14005,2180.3,13987.9,2164.5,13978.2,2155.73,3539.43,3506.05,3491.3,6.50486,1.33094,0.756451,538.739,517.663,508.7,24.5818
88769.16451,0,88769.16451,1.20E+01,3.06E+01,6.11E+02,9.62E+00,17.34519858,,8.74155,0.235743,0.227117,21.228,10.3619,20937.9,33542.04,1.10E+06,464.905,10101.2,11350,5465.51,2.61,0.00852137,838.551,20783.8,40000,88684.3,0.01,6609.03,58.4882,12320.1,0.000427715,9421.17,2380.12,9399.97,2360.12,9388.24,2349.41,3821.84,3780.72,3762.81,6.56877,1.27175,0.73452,648.522,622.619,611.693,24.6836
98096.84794,0,98096.84794,1.18E+01,2.74E+01,6.62E+02,9.45E+00,17.0386826,,5.23084,0.277616,0.261183,24.5711,7.05721,23775.5,36874.68,1.38E+06,513.743,12133.6,14524.2,7226.16,2.7,0.00762205,921.867,22731.5,40000,98000.5,0.01,7014.1,47.1666,11777.6,0.000197114,11107.6,3235.71,11078.9,3208.32,11063.6,3194.32,5206.93,5152.74,5129.43,6.52928,1.23037,0.738008,866.247,832.475,818.301,23.5394
113562.354,37196.12174,150758.4757,2.76E+01,4.15E+01,7.48E+02,2.21E+01,39.84707782,,6.18811,0.547439,0.332998,29.6429,7.84952,49356.2,63814.8,2.11E+06,789.265,17749.6,22713.2,11306.2,3.24,0.0214436,1595.37,37770.5,40000,150558,0.01,5601.88,65.2077,15617.8,0.000192469,21858.7,4911.82,21820.3,4875.58,21801,4857.79,7993.06,7925.18,7895.75,6.1,1.18449,0.746174,1291.44,1249.44,1231.57,18.5647
113562.354,84337.90857,197900.2626,1.61E+01,1.84E+01,6.83E+02,1.29E+01,23.25915402,,2.07144,0.390177,0.45013,43.4008,4.59495,42488.4,55728,1.81E+06,1036.54,14680,19714.3,9924.07,3.19,0.0112329,1393.2,33383.7,40000,197728,0.01,5411.59,45.2266,10621.8,5.56E-05,15593.7,3893.23,15566.5,3867,15552.1,3853.6,6320.6,6267.83,6244.77,6.40788,1.46356,0.902336,1141.23,1108.16,1094.01,15.6314
113562.354,81751.64305,195313.9971,3.72E+01,2.73E+01,5.42E+02,2.98E+01,53.73044882,,5.54014,0.589844,0.306112,26.2888,7.00669,61049.8,73795.13,1.51E+06,1022.59,12992.5,16298.5,7769.61,3.75,0,1700,43408.9,43408.9,195066,0.01,3667.75,120.432,17290.9,0.000235379,23497.7,3521.39,23476.8,3502.25,23465.8,3492.16,5822.2,5782.89,5765.5,5.82182,1.37318,0.826904,863.711,839.075,828.436,15.7335
110285.5049,0,110285.5049,2.08E+01,4.46E+01,7.35E+02,1.66E+01,29.93038424,,11.215,0.458098,0.250646,21.8992,12.4725,36260.6,50492.4,2.04E+06,577.374,17872.3,21644.1,10624.2,3.01,0.0148769,1262.31,30486.3,40000,110138,0.01,6812.68,59.5554,15434.6,0.000358042,18313.8,4818.49,18271.3,4778.16,18250,4758.62,7798.9,7725.07,7693.26,6.10627,1.09077,0.690973,1230.29,1184.8,1165.56,22.1629
101136.1696,0,101136.1696,2.88E+01,4.46E+01,5.74E+02,2.31E+01,41.65011301,,20.2773,0.46694,0.115971,7.36282,20.7677,36409.6,49833.6,1.48E+06,529.408,14519.9,15000.7,6892.59,3.06,0.0209315,1245.84,30118.4,40000,100989,0.01,5593.42,120.488,19665.9,0.00105068,18615.9,3238.33,18589.4,3213.73,18575.5,3201.13,5270.75,5223.98,5203.41,6.13113,1.18231,0.703542,781.665,752.595,740.167,23.1293
90799.95326,0,90799.95326,1.40E+01,2.45E+01,5.82E+02,1.12E+01,20.19399419,,9.91735,0.253653,0.200031,18.1614,11.2458,22206,34773.6,1.08E+06,475.524,10050.4,11101.6,5282.02,2.67,0.0127969,869.34,21505.9,40000,90709.9,0.01,6230.15,76.6511,13928.3,0.000516298,10128.5,2305.75,10108.5,2286.95,10097.4,2276.79,3708.33,3669.44,3652.43,6.5361,1.28438,0.738199,622.144,597.616,587.237,24.4062
113562.354,86669.48305,200231.8371,1.17E+01,3.30E+01,7.53E+02,9.34E+00,16.84034872,,0.909027,0.365082,0.493864,48.5849,4.04957,39914.1,53521.2,1.95E+06,1048.82,15341.2,21409,10972.5,3.12,0.0075254,1338.03,32168.1,40000,200070,0.01,6098.61,26.6347,8179.07,2.08E-05,14610.5,4273.03,14580.1,4243.34,14564.1,4228.31,6914.55,6854.76,6828.77,6.95102,1.6437,1.02911,1287.77,1250.3,1234.31,15.5255
113562.354,15795.78825,129358.1423,1.26E+01,4.09E+01,6.69E+02,1.01E+01,18.21065547,,9.97774,0.339352,0.324481,30.7296,12.0605,30395.9,44018.4,1.90E+06,677.482,16864.6,19989.4,9752.06,2.89,0.00827326,1100.46,26839.6,40000,129235,0.01,7221.68,28.5985,11418.2,0.000289574,13582.7,4081.29,13548,4047.96,13530.1,4031.44,6582.85,6520.07,6492.84,6.05627,1.14613,0.713111,1123.29,1084.32,1067.75,20.3311
113562.354,83307.84113,196870.1951,3.58E+01,4.36E+01,7.31E+02,2.87E+01,51.74711011,,6.33967,0.641921,0.369798,32.8879,8.16153,65347.8,80002.68,2.15E+06,1030.65,17834.2,23467.5,11526.7,4.01,0,1700,47060.4,47060.4,196605,0.01,4614.73,77.5446,15411.6,0.000180033,25603.3,4790.43,25570.5,4759.71,25553.9,4744.42,7847.33,7789.33,7763.83,5.89109,1.24847,0.781877,1267.41,1231.38,1215.85,15.6657
113562.354,87606.39047,201168.7445,2.75E+01,3.22E+01,6.62E+02,2.20E+01,39.6667743,,2.64799,0.509777,0.395253,36.5588,4.67149,54742.7,68326.23,1.76E+06,1053.41,14381.9,19202.7,9582.65,3.37,0,1700,40191.9,40191.9,200947,0.01,4517.37,73.5737,14130.1,8.67E-05,20336.9,3969.26,20310.7,3944.58,20297,3931.89,6492.68,6442.97,6421.16,6.25635,1.42837,0.875615,1089.52,1058.43,1045.09,15.4422
113562.354,25161.60892,138723.9629,3.76E+01,3.28E+01,5.70E+02,3.01E+01,54.27135938,,7.65463,0.586243,0.176083,12.3167,8.41994,51063.8,64748.8,1.50E+06,726.141,13391.9,15840.3,7638.08,3.3,0.0352044,1618.72,38270.4,40000,138517,0.01,4362.09,146.921,20645.7,0.00037581,23356.5,3693.85,23330.6,3670.15,23317,3657.87,6067.47,6020.33,5999.69,6.14258,1.25642,0.753973,877.337,848.038,835.546,19.4724
113562.354,78806.66819,192369.0222,3.51E+01,4.03E+01,7.40E+02,2.81E+01,50.66528899,,4.58358,0.632991,0.369508,32.919,6.41781,63768.3,78386.32,2.10E+06,1007.09,17245.8,22928.6,11417.6,3.92,0,1700,46109.6,46109.6,192110,0.01,4636.99,77.8683,15475.5,0.00013102,25249.2,4825.14,25215.9,4794,25199.1,4778.48,7899.63,7840.12,7814.08,6.04146,1.28109,0.800852,1277.06,1240.1,1224.23,15.9081
113562.354,19551.14581,133113.4998,1.22E+01,2.51E+01,5.44E+02,9.79E+00,17.65171456,,7.95029,0.274316,0.284462,26.8292,9.83331,26566.9,39164.6,1.41E+06,697.25,12850.8,14777.1,7063.28,2.84,0.00929448,979.115,24058.2,40000,133006,0.01,6264.97,57.306,12709.4,0.00028778,10965.8,2909,10942.6,2886.9,10929.9,2875.29,4692.33,4647.53,4627.9,6.17666,1.26623,0.751865,821.113,792.987,780.995,19.9834
113562.354,41468.81966,155031.1737,2.59E+01,3.87E+01,6.55E+02,2.07E+01,37.32282854,,7.58752,0.490068,0.317397,28.3346,9.1653,45787.7,59502.8,1.84E+06,811.74,15955.7,19676.4,9592.41,3.22,0.0200871,1487.57,35444.5,40000,154846,0.01,5326.1,73.5122,15836.9,0.00026275,19559.3,4113.01,19528.3,4083.85,19512.4,4069.21,6700.45,6644.62,6620.24,6.01147,1.21468,0.748932,1086.46,1051.76,1036.93,18.2462
113562.354,88158.67805,201721.0321,2.65E+01,4.30E+01,6.79E+02,2.12E+01,38.22434614,,7.57804,0.512925,0.405448,37.5874,9.62273,54888.9,68701.59,2.03E+06,1056.31,17181.6,21939.7,10611.1,3.38,0,1700,40412.7,40412.7,201499,0.01,4941.36,57.3624,13582,0.000233565,20469.9,4152.66,20441.1,4125.46,20426.3,4111.75,6778.61,6726.8,6703.91,5.80851,1.26195,0.782383,1155.33,1123,1109.01,15.418
113562.354,47433.14608,160995.5001,2.31E+01,3.32E+01,4.93E+02,1.85E+01,33.35615111,,9.59514,0.398087,0.287601,25.7384,11.0131,39504.4,51489.6,1.39E+06,843.14,12765.3,14652.5,6745.91,3.21,0.0182509,1287.24,31041.6,40000,160835,0.01,4652.31,94.4408,16534.4,0.000425766,15872.8,2849.84,15853.3,2831.75,15842.8,2822.1,4661.15,4624.19,4607.8,5.87933,1.32849,0.786697,750.304,727.041,716.999,17.8142
106003.3163,0,106003.3163,1.40E+01,4.27E+01,5.09E+02,1.12E+01,20.19399419,,21.7713,0.269564,0.175457,15.5091,22.9608,24055.7,36959.4,1.39E+06,555.185,14165.5,13835.1,6136.13,2.73,0.00927335,923.985,22780.7,40000,105906,0.01,7030.73,66.2153,15036.2,0.000978347,10766.8,2533.44,10745,2512.94,10733.1,2502.08,4076.21,4036.01,4018.12,6.17548,1.23949,0.72216,694.279,668.994,658.089,22.6047
113562.354,36338.50321,149900.8572,1.39E+01,2.40E+01,4.67E+02,1.11E+01,20.01369067,,9.37369,0.280113,0.296247,27.8259,11.182,28180.1,39397.08,1.29E+06,785.219,12012.7,13535.7,6209.91,2.99,0.0110156,984.927,24192.4,40000,149787,0.01,5315.45,72.2081,13848,0.000375534,11184.2,2502.7,11166.3,2485.51,11156.2,2476.21,4059.47,4023.57,4007.65,5.90666,1.33504,0.785249,702.804,680.128,670.36,18.6235
94751.45784,0,94751.45784,1.39E+01,1.76E+01,6.63E+02,1.11E+01,20.01369067,,5.63656,0.294454,0.245119,22.6605,7.22485,24674.5,37687,1.32E+06,496.187,11648,13892.5,6894.06,2.74,0.00933753,942.175,23203.2,40000,94651.4,0.01,6652.21,59.3335,12950.7,0.000231166,11772.2,3132.53,11744.5,3106.25,11729.8,3092.76,5048.1,4996,4973.57,6.53305,1.23164,0.734937,824.742,792.26,778.631,23.9322
113562.354,36771.79625,150334.1503,1.89E+01,3.97E+01,6.77E+02,1.51E+01,27.22583145,,7.45441,0.418382,0.350853,32.5859,9.24821,39042.7,52706,1.92E+06,787.26,16395.9,20543.4,10048.2,3.1,0.013613,1317.65,31717,40000,150176,0.01,6073.78,52.5362,13489.3,0.000227239,16719.1,4167.08,16686.2,4135.69,16669.3,4120.05,6756.17,6696.62,6670.67,6.03665,1.19868,0.742835,1139.66,1102.65,1086.84,18.6047
113562.354,61302.7417,174865.0957,1.18E+01,3.86E+01,5.53E+02,9.47E+00,17.0747433,,9.84105,0.293906,0.394344,38.1305,12.3316,32009.7,44198.4,1.63E+06,916.006,14788,17264.5,8037.38,3.03,0.00794168,1104.96,26942,40000,174735,0.01,6017.96,30.5493,10310.2,0.000306509,11750.2,3012.93,11727.9,2991.54,11715.9,2980.39,4876.16,4833.79,4814.99,5.81311,1.28627,0.774346,889.131,862.472,850.941,16.9462
113562.354,20830.79374,134393.1477,3.66E+01,1.70E+01,5.22E+02,2.93E+01,52.82893122,,8.94484,0.555239,0.147991,9.53961,9.55983,47741.3,61304,1.36E+06,703.508,12456.4,14230.2,6727.52,3.26,1.66093,1532.6,36419.8,40000,134200,0.01,4096.15,176.552,21507.4,0.000486846,22114.5,3285.39,22092,3264.92,22080,3254.07,5401.79,5360.2,5341.88,6.1516,1.28394,0.758567,770.411,744.466,733.376,19.8279
113562.354,10686.26547,124248.6195,3.61E+01,3.10E+01,5.84E+02,2.89E+01,52.10771715,,7.13703,0.57128,0.139737,8.57931,7.71974,47028.2,61139.2,1.49E+06,650.343,13287.8,15678.7,7651.76,3.22,0.387399,1528.48,36330.7,40000,124058,0.01,4489.77,163.422,21485.4,0.000349113,22765,3756.79,22737.2,3731.28,22722.7,3718.15,6150.66,6100.16,6078.17,6.26643,1.23254,0.741454,892.958,861.62,848.329,20.7349
113562.354,21533.39167,135095.7457,1.26E+01,1.65E+01,6.29E+02,1.01E+01,18.21065547,,4.59519,0.314701,0.32472,30.8398,6.67835,29462.6,42684.8,1.62E+06,707.58,14032.3,17191.4,8532.96,2.89,0.00910991,1067.12,26079.5,40000,134976,0.01,6548.63,48.33,11813.2,0.000143585,12588.8,3605.45,12559.5,3577.45,12544.1,3563.19,5819.62,5764.22,5740.23,6.30453,1.25913,0.766311,1004.74,970.186,955.552,19.8255
113562.354,17610.24778,131172.6018,1.28E+01,4.39E+01,7.33E+02,1.03E+01,18.57126251,,8.82466,0.372085,0.35634,33.9135,11.0628,32699.1,46708,2.11E+06,686.945,18151.4,22478.1,11045.2,2.93,0.0082117,1167.7,28363.3,40000,131040,0.01,7403.36,21.0588,10777.7,0.000234818,14898.8,4642.57,14859,4604.19,14838.8,4585.42,7492.12,7421.02,7390.22,6.08116,1.13117,0.714346,1271.65,1227.65,1208.93,20.1779
113562.354,53348.86673,166911.2207,3.69E+01,4.47E+01,5.31E+02,2.95E+01,53.18953826,,14.7531,0.577158,0.245787,19.8685,15.874,54902.1,68952.17,1.69E+06,873.824,15870.1,17639.1,7978.88,3.38,0,1700,40560.1,40560.1,166689,0.01,4199.18,115.371,18803.6,0.000737907,22993.7,3502.4,22970.2,3480.94,22958,3469.88,5769.78,5728.73,5710.43,5.75954,1.26624,0.761913,854.638,829.007,817.892,17.4112
113562.354,31259.81775,144822.1718,3.84E+01,3.50E+01,5.14E+02,3.07E+01,55.3531805,,11.0074,0.576862,0.170101,11.7239,11.725,51653.6,64957.2,1.43E+06,758.097,13245.3,14890.5,6898.93,3.33,0.0341366,1623.93,38382,40000,144613,0.01,4200.68,156.832,20868.3,0.000597937,22973.2,3322.89,22951.2,3302.94,22939.5,3292.38,5476.03,5435.98,5418.22,6.01408,1.28751,0.762627,773.364,748.365,737.613,18.9805
91946.60027,0,91946.60027,2.67E+01,3.82E+01,6.95E+02,2.13E+01,38.40464966,,9.38451,0.458204,0.168847,13.206,10.2022,34695.8,47980,1.44E+06,481.27,12827.4,15064.5,7384.69,3.03,0.0169725,1199.5,29079.6,40000,91805.9,0.01,5697.93,92.7053,17367.7,0.000445459,18281.5,3635.62,18250.7,3606.77,18234.8,3592.24,5911.74,5856.39,5832.52,6.33506,1.16548,0.704901,868.971,834.733,820.326,24.2533
113562.354,41481.97817,155044.3322,2.64E+01,1.60E+01,4.73E+02,2.11E+01,38.04404262,,9.01264,0.434085,0.248382,21.2799,10.207,41056.3,52806.4,1.32E+06,811.909,12086.4,13868.2,6400.77,3.25,0.0400102,1320.16,31772.5,40000,154878,0.01,4257.43,127.18,18218.5,0.000437373,17299.9,2857.95,17281.1,2840.53,17271,2831.16,4691.41,4655.35,4639.35,5.8718,1.3368,0.790065,717.689,694.993,685.219,18.2249
86048.73196,0,86048.73196,3.30E+01,2.00E+01,6.69E+02,2.64E+01,47.60012916,,6.39671,0.501559,0.111101,6.74158,6.89673,36663.4,49934,1.17E+06,450.31,10335.3,12285.5,6068.23,3.07,0.407143,1248.35,30174.7,40000,85900.1,0.01,4682.24,143.736,19071.1,0.000392209,19986.1,3169.78,19960.8,3146.38,19947.5,3134.22,5176.4,5129.61,5109.41,6.57389,1.24804,0.734963,721.207,692.138,679.946,25.0041
113562.354,68359.92844,181922.2824,1.51E+01,4.85E+01,7.38E+02,1.21E+01,21.81672586,,8.67505,0.408598,0.449168,43.1792,11.2422,41819.5,55810.4,2.24E+06,952.794,18707.5,24462,11795.4,3.13,0.00993619,1395.26,33428.8,40000,181753,0.01,6390.08,23.4452,10067.1,0.000216874,16344,4449.97,16309.8,4416.82,16292.3,4400.46,7202.51,7141.14,7114.19,5.8729,1.20058,0.753572,1293.36,1255.12,1238.64,16.529
83178.3475,0,83178.3475,3.47E+01,3.20E+01,6.66E+02,2.78E+01,50.12437843,,6.84356,0.511226,0.100602,5.56792,7.28182,36930.8,50111.6,1.11E+06,435.257,9836.01,11604.1,5703.87,3.08,0.43057,1252.79,30273.7,40000,83028.6,0.01,4506.88,149.925,19229.4,0.00045926,20365.2,3003.17,20341.4,2981.2,20328.7,2969.68,4907.55,4863.27,4844.1,6.60195,1.26015,0.736282,676.947,649.405,637.851,25.3923
